ID	国名2文字	国名	地方	都道府県	緯度	経度	遺跡	Site Name	標本番号	性別	年齢	使用部位	時代(数値のみ)	時代	14C年代	較正14C年代(1σ)	較正14C年代(2σ)	年代	年代補足	mtDNA	Y	Y新	文献1	文献2	文献3
282	JP	日本	北海道地方	北海道	42.51766474	140.7760594	有珠モシリ遺跡	Usu-Moshiri (latest to Epi-Jomon; about 2,500-2,000 years BP)	B-No. 3A				-300	2,500-2,000 years BP									[46]		
283	JP	日本	北海道地方	北海道	42.51766474	140.7760594	有珠モシリ遺跡	Usu-Moshiri (latest to Epi-Jomon; about 2,500-2,000 years BP)	B-No. 3B				-300	2,500-2,000 years BP									[46]		
284	JP	日本	北海道地方	北海道	42.51766474	140.7760594	有珠モシリ遺跡	Usu-Moshiri (latest to Epi-Jomon; about 2,500-2,000 years BP)	C-No. 4				-300	2,500-2,000 years BP									[46]		
285	JP	日本	北海道地方	北海道	42.51766474	140.7760594	有珠モシリ遺跡	Usu-Moshiri (latest to Epi-Jomon; about 2,500-2,000 years BP)	D-No. 7♂				-300	2,500-2,000 years BP									[46]		
286	JP	日本	北海道地方	北海道	42.51766474	140.7760594	有珠モシリ遺跡	Usu-Moshiri (latest to Epi-Jomon; about 2,500-2,000 years BP)	D-No. 7♀				-300	2,500-2,000 years BP									[46]		
287	JP	日本	北海道地方	北海道	42.51766474	140.7760594	有珠モシリ遺跡	Usu-Moshiri (latest to Epi-Jomon; about 2,500-2,000 years BP)	D-H5 first shell layer				-300	2,500-2,000 years BP									[46]		
288	JP	日本	北海道地方	北海道	42.51766474	140.7760594	有珠モシリ遺跡	Usu-Moshiri (latest to Epi-Jomon; about 2,500-2,000 years BP)	F-H5-No. 12				-300	2,500-2,000 years BP									[46]		
289	JP	日本	北海道地方	北海道	42.51766474	140.7760594	有珠モシリ遺跡	Usu-Moshiri (latest to Epi-Jomon; about 2,500-2,000 years BP)	G-No.13-1011				-300	2,500-2,000 years BP									[46]		
290	JP	日本	北海道地方	北海道	42.51766474	140.7760594	有珠モシリ遺跡	Usu-Moshiri (latest to Epi-Jomon; about 2,500-2,000 years BP)	J-No. 16A				-300	2,500-2,000 years BP									[46]		
291	JP	日本	北海道地方	北海道	42.51766474	140.7760594	有珠モシリ遺跡	Usu-Moshiri (latest to Epi-Jomon; about 2,500-2,000 years BP)	K-No. 16B				-300	2,500-2,000 years BP									[46]		
292	JP	日本	北海道地方	北海道	42.51766474	140.7760594	有珠モシリ遺跡	Usu-Moshiri (latest to Epi-Jomon; about 2,500-2,000 years BP)	L-No.17-T. P. 3				-300	2,500-2,000 years BP									[46]		
293	JP	日本	北海道地方	北海道	42.51766474	140.7760594	有珠モシリ遺跡	Usu-Moshiri (latest to Epi-Jomon; about 2,500-2,000 years BP)	L-No.17 (adult)				-300	2,500-2,000 years BP									[46]		
294	JP	日本	北海道地方	北海道	42.51766474	140.7760594	有珠モシリ遺跡	Usu-Moshiri (latest to Epi-Jomon; about 2,500-2,000 years BP)	L-No. 17 (child)				-300	2,500-2,000 years BP									[46]		
295	JP	日本	北海道地方	北海道	42.51766474	140.7760594	有珠モシリ遺跡	Usu-Moshiri (latest to Epi-Jomon; about 2,500-2,000 years BP)	N-G5-1986				-300	2,500-2,000 years BP									[46]		
296	JP	日本	北海道地方	北海道	42.51766474	140.7760594	有珠モシリ遺跡	Usu-Moshiri (latest to Epi-Jomon; about 2,500-2,000 years BP)	N-G5-No. 208				-300	2,500-2,000 years BP									[46]		
297	JP	日本	北海道地方	北海道	42.51766474	140.7760594	有珠モシリ遺跡	Usu-Moshiri (latest to Epi-Jomon; about 2,500-2,000 years BP)	N-G5 (1)				-300	2,500-2,000 years BP									[46]		
298	JP	日本	北海道地方	北海道	42.51766474	140.7760594	有珠モシリ遺跡	Usu-Moshiri (latest to Epi-Jomon; about 2,500-2,000 years BP)	N-G5 (106)				-300	2,500-2,000 years BP									[46]		
299	JP	日本	北海道地方	北海道	42.51766474	140.7760594	有珠モシリ遺跡	Usu-Moshiri (latest to Epi-Jomon; about 2,500-2,000 years BP)	N-G5 (180)				-300	2,500-2,000 years BP									[46]		
300	JP	日本	北海道地方	北海道	42.51766474	140.7760594	有珠モシリ遺跡	Usu-Moshiri (latest to Epi-Jomon; about 2,500-2,000 years BP)	N-G5 (229)				-300	2,500-2,000 years BP									[46]		
301	JP	日本	北海道地方	北海道	42.51766474	140.7760594	有珠モシリ遺跡	Usu-Moshiri (latest to Epi-Jomon; about 2,500-2,000 years BP)	O-H4 (B3)				-300	2,500-2,000 years BP									[46]		
302	JP	日本	北海道地方	北海道	42.40177792	140.9122877	北黄金貝塚	Kita-Kogane (early Jomon; about 6,000 years BP)	No. 7				-4000	(5950ybpとするデータ有) 6,000 years BP									[46]		
303	JP	日本	北海道地方	北海道	42.40177792	140.9122877	北黄金貝塚	Kita-Kogane (early Jomon; about 6,000 years BP)	No. 9				-4000	(5950ybpとするデータ有) 6,000 years BP									[46]		
304	JP	日本	北海道地方	北海道	42.2229	140.3221	八雲コタン温泉遺跡	Yakumo-Kotan hot spring (early to middle Jomon; about 6,000-4,000 years BP)	No. 15				-3000	(4950ybpとするデータ有) 6,000-4,000 years BP									[46]		
305	JP	日本	北海道地方	北海道	42.547101	140.770199	入江貝塚	Irie (early to late Jomon; about 6,000-3,000 years BP)	No. 7				-2500	(4450ybpとするデータ有) 6,000-3,000 years BP									[46]		
306	JP	日本	北海道地方	北海道	42.547101	140.770199	入江貝塚	Irie (early to late Jomon; about 6,000-3,000 years BP)	No. 9				-2500	(4450ybpとするデータ有) 6,000-3,000 years BP									[46]		
307	JP	日本	北海道地方	北海道	42.547101	140.770199	入江貝塚	Irie (early to late Jomon; about 6,000-3,000 years BP)	No. 12				-2500	(4450ybpとするデータ有) 6,000-3,000 years BP									[46]		
308	JP	日本	北海道地方	北海道	42.547101	140.770199	入江貝塚	Irie (early to late Jomon; about 6,000-3,000 years BP)	Point B				-2500	(4450ybpとするデータ有) 6,000-3,000 years BP									[46]		
309	JP	日本	北海道地方	北海道	42.547101	140.770199	入江貝塚	Irie (early to late Jomon; about 6,000-3,000 years BP)	Road construction				-2500	(4450ybpとするデータ有) 6,000-3,000 years BP									[46]		
310	JP	日本	北海道地方	北海道	42.547101	140.770199	高砂貝塚	Takasago (latest Jomon; about 3,000-2,500 years BP)	1997No. 1				-800	3,000-2,500 years BP									[46]		
311	JP	日本	北海道地方	北海道	42.547101	140.770199	高砂貝塚	Takasago (latest Jomon; about 3,000-2,500 years BP)	No. 13				-800	3,000-2,500 years BP									[46]		
312	JP	日本	北海道地方	北海道	42.547101	140.770199	高砂貝塚	Takasago (latest Jomon; about 3,000-2,500 years BP)	No. 14				-800	3,000-2,500 years BP									[46]		
313	JP	日本	北海道地方	北海道	42.547101	140.770199	高砂貝塚	Takasago (latest Jomon; about 3,000-2,500 years BP)	No. 21				-800	3,000-2,500 years BP									[46]		
314	JP	日本	北海道地方	北海道	42.989691	144.401788	釧路緑ヶ丘遺跡	Kushiro-Midorigaoka (latest Jomon; about 3,000-2,500 years BP)	No. 8				-800	(2700ybpとするデータ有) 3,000-2,500 years BP									[46]		
315	JP	日本	北海道地方	北海道	42.989691	144.401788	釧路テンネル貝塚	Kushiro-Ten-neru (Epi-Jomon; about 2,000 years BP))	No. 3-1				-50	(1949ybpとするデータ有) 2,000 years BP									[46]		
316	JP	日本	北海道地方	北海道	42.687164	140.026756	栄磯遺跡	Sakae-Iso (latest Jomon; about 3,000-2,500 years BP)	No. 1				-800	(2700ybpとするデータ有) 3,000-2,500 years BP									[46]		
317	JP	日本	北海道地方	北海道	43.12140174	141.5367905	江別坊主山遺跡	Ebetsu-Bozuyama (Epi-Jomon; about 1,700 years BP)	No. 2				250	(1600ybpとするデータ有) 1,700 years BP									[46]		
318	JP	日本	北海道地方	北海道	42.51766474	140.7760594	南有珠6遺跡	Minami-Usu 6 (Epi-Jomon; about 2,000 years BP)	Minami-Usu 6				1	(1949ybpとするデータ有) 2,000 years BP									[46]		
319	JP	日本	北海道地方	北海道	45.50008783	141.8903512	オンコロマナイ遺跡	Onkoromanai (Epi-Jomon; about 2,000 years BP)	No. 1				1	(1949ybpとするデータ有) 2,000 years BP									[46]		
320	JP	日本	北海道地方	北海道	42.979936	140.509444	茶津2号洞穴遺跡	Chatsu-CaveNo. 2 (Epi-Jomon; about 2,000 years BP)	Chatsu 2 cave				1	(1949ybpとするデータ有) 2,000 years BP									[46]		
513	JP	日本	東北地方	青森県	41.283667	141.344976	尻労安部洞窟						-2233	未較正年代(BP)4048±66 較正年代(68.2%, calBP)4286-4080較正年代(95.4%, calBP)4381-3983 縄文中期						D4h2			[70]		
514	JP	日本	東北地方	青森県	40.4328	141.6328	寺下遺跡		Terashita TH-41 (B4)-Tohoku					(縄文?)						N9b4			(孫引き)再検討		
515	JP	日本	東北地方	青森県	40.4328	141.6328	寺下遺跡							(縄文?)									(孫引き)再検討		
516	JP	日本	東北地方	青森県	40.697222	141.266666	東道の上遺跡		Higashimichinoue TH-42 (DMl75)-Tohoku					(縄文?)						N9b			(孫引き)再検討		
565	JP	日本	東北地方	青森県	40.383055	141.485277	畑内遺跡 墓域1		55	省略	省略		1880.5	early 18th to mid-19th						B4a			[74]		
566	JP	日本	東北地方	青森県	40.383055	141.485277	畑内遺跡 墓域1		56	省略	省略		1880.5	early 18th to mid-19th						F1b			[74]		
567	JP	日本	東北地方	青森県	40.383055	141.485277	畑内遺跡 墓域1		57	省略	省略		1880.5	early 18th to mid-19th						F1b			[74]		
568	JP	日本	東北地方	青森県	40.383055	141.485277	畑内遺跡 墓域1		58	省略	省略		1880.5	early 18th to mid-19th						F1b			[74]		
569	JP	日本	東北地方	青森県	40.383055	141.485277	畑内遺跡 墓域2		14	省略	省略		1880.5	early 18th to mid-19th						D4*			[74]		
570	JP	日本	東北地方	青森県	40.383055	141.485277	畑内遺跡 墓域2		15	省略	省略		1880.5	early 18th to mid-19th						D4*			[74]		
571	JP	日本	東北地方	青森県	40.383055	141.485277	畑内遺跡 墓域2		16	省略	省略		1880.5	early 18th to mid-19th						G1a			[74]		
572	JP	日本	東北地方	青森県	40.383055	141.485277	畑内遺跡 墓域2		17	省略	省略		1880.5	early 18th to mid-19th						D4a			[74]		
573	JP	日本	東北地方	青森県	40.383055	141.485277	畑内遺跡 墓域2		20	省略	省略		1880.5	early 18th to mid-19th						D4*			[74]		
574	JP	日本	東北地方	青森県	40.383055	141.485277	畑内遺跡 墓域2		30	省略	省略		1880.5	early 18th to mid-19th						G1a			[74]		
575	JP	日本	東北地方	青森県	40.383055	141.485277	畑内遺跡 墓域2		31	省略	省略		1880.5	early 18th to mid-19th						D4a			[74]		
576	JP	日本	東北地方	青森県	40.383055	141.485277	畑内遺跡 墓域2		33	省略	省略		1880.5	early 18th to mid-19th						D4a			[74]		
577	JP	日本	東北地方	青森県	40.383055	141.485277	畑内遺跡 墓域2		34	省略	省略		1880.5	early 18th to mid-19th						D4*			[74]		
578	JP	日本	東北地方	青森県	40.383055	141.485277	畑内遺跡 墓域2		35	省略	省略		1880.5	early 18th to mid-19th						D4b			[74]		
579	JP	日本	東北地方	青森県	40.383055	141.485277	畑内遺跡 墓域2		36	省略	省略		1880.5	early 18th to mid-19th						D4*			[74]		
580	JP	日本	東北地方	青森県	40.383055	141.485277	畑内遺跡 墓域2		40	省略	省略		1880.5	early 18th to mid-19th						D4*			[74]		
581	JP	日本	東北地方	青森県	40.383055	141.485277	畑内遺跡 墓域2		42	省略	省略		1880.5	early 18th to mid-19th						B4a			[74]		
582	JP	日本	東北地方	青森県	40.383055	141.485277	畑内遺跡 墓域2		43	省略	省略		1880.5	early 18th to mid-19th						G1a			[74]		
583	JP	日本	東北地方	青森県	40.383055	141.485277	畑内遺跡 墓域2		45	省略	省略		1880.5	early 18th to mid-19th						F1b			[74]		
584	JP	日本	東北地方	青森県	40.383055	141.485277	畑内遺跡 墓域2		46	省略	省略		1880.5	early 18th to mid-19th						F1b			[74]		
585	JP	日本	東北地方	青森県	40.383055	141.485277	畑内遺跡 墓域2		47	省略	省略		1880.5	early 18th to mid-19th						D4*			[74]		
586	JP	日本	東北地方	青森県	40.383055	141.485277	畑内遺跡 墓域2		52	省略	省略		1880.5	early 18th to mid-19th						D4*			[74]		
587	JP	日本	東北地方	青森県	40.383055	141.485277	畑内遺跡 墓域3		23	省略	省略		1880.5	early 18th to mid-19th						B4a			[74]		
588	JP	日本	東北地方	青森県	40.383055	141.485277	畑内遺跡 墓域3		26	省略	省略		1880.5	early 18th to mid-19th						B4a			[74]		
589	JP	日本	東北地方	青森県	40.383055	141.485277	畑内遺跡 墓域3		27	省略	省略		1880.5	early 18th to mid-19th						D4*			[74]		
590	JP	日本	東北地方	青森県	40.383055	141.485277	畑内遺跡 墓域3		37	省略	省略		1880.5	early 18th to mid-19th						A*			[74]		
591	JP	日本	東北地方	青森県	40.383055	141.485277	畑内遺跡 墓域3		38	省略	省略		1880.5	early 18th to mid-19th						F1b			[74]		
592	JP	日本	東北地方	青森県	40.383055	141.485277	畑内遺跡 墓域3		41	省略	省略		1880.5	early 18th to mid-19th						A*			[74]		
593	JP	日本	東北地方	青森県	40.383055	141.485277	畑内遺跡 墓域3		59	省略	省略		1880.5	early 18th to mid-19th						G1a			[74]		
594	JP	日本	東北地方	青森県	40.383055	141.485277	畑内遺跡 墓域4		61	省略	省略		1880.5	early 18th to mid-19th						G2			[74]		
125	JP	日本	東北地方	岩手県	39.047422	141.821043	野々前貝塚		野々前貝塚1号	男性	熟年		-1140	縄文時代晩期				14C年代3205±31 BP-較正年代(1 標準偏差 68.2%)3150-3030 cal BP-(2 標準偏差 95.4%)3194-2966 cal BP					[38]		
126	JP	日本	東北地方	岩手県	39.047422	141.821043	野々前貝塚		野々前貝塚2号		胎児～新生児		-1065.75	縄文時代晩期									[38]		
127	JP	日本	東北地方	岩手県	39.047422	141.821043	野々前貝塚		野々前貝塚3号	女性	壮年後半～熟年前半		-1021.5	縄文時代晩期				14C年代3151±31 BP-較正年代(1 標準偏差 68.2%)3032-2911 cal BP-(2 標準偏差 95.4%)3076-2849 cal BP					[38]		
128	JP	日本	東北地方	岩手県	39.047422	141.821043	野々前貝塚		野々前貝塚4号	女性	熟年		-1144	縄文時代晩期				14C年代3240±31 BP-較正年代(1 標準偏差 68.2%)3155-3033 cal BP-(2 標準偏差 95.4%)3201-2972 cal BP					[38]		
129	JP	日本	東北地方	岩手県	39.047422	141.821043	野々前貝塚		野々前貝塚5号		3歳程度の幼児		-957.5	縄文時代晩期				14C年代3101±40 BP-較正年代(1 標準偏差 68.2%)2970-2845 cal BP-(2 標準偏差 95.4%)3042-2787 cal BP					[38]		
492	JP	日本	東北地方	岩手県	38.799109	141.161297	蝦島貝塚		蝦島43	女性	熟年	左側頭骨	-1241.5	3327～3076 cal BP	3001±25 BP	3233 (66.2%) 3150 cal BP 3088 ( 2.0%) 3083 cal BP	3327 ( 7.7%) 3297 cal BP 3252 (81.8%) 3106 cal BP 3096 ( 6.0%) 3076 cal BP			N9b1*			[66]	[67]	
493	JP	日本	東北地方	岩手県	38.799109	141.161297	蝦島貝塚		蝦島45	男性	熟年	右側頭骨	-1084	3178～2961 cal BP	2904±20 BP	3072 (65.8%) 2996 cal BP 2976 ( 2.5%) 2971 cal BP	3148 ( 7.5%) 3120 cal BP 3113 ( 6.0%) 3092 cal BP 3080 (82.0%) 2961 cal BP			M7a2a1*			[66]	[67]	
494	JP	日本	東北地方	岩手県	38.799109	141.161297	蝦島貝塚		蝦島51	男性	壮年	右側頭骨	-1485	3449～3368 cal BP	3181±21 BP	3445 (26.5%) 3425 cal BP 3407 (41.8%) 3376 cal BP	3449 (95.4%) 3368 cal BP			M7a+16324			[66]	[67]	
495	JP	日本	東北地方	岩手県	38.799109	141.161297	蝦島貝塚		蝦島52	男性	熟年	左側頭骨	-1170	3163～2998 cal BP	2929±20 BP	3149 (37.2%) 3091 cal BP 3081 (17.4%) 3057 cal BP 3044 ( 7.3%) 3030 cal BP 3017 ( 6.4%) 3005 cal BP	3163 (95.4%) 2998 cal BP			N9b4			[66]	[67]	
496	JP	日本	東北地方	岩手県	38.799109	141.161297	蝦島貝塚		蝦島57	女性	壮年	左側頭骨	-764	2736～2500 cal BP	2529±20 BP	2727 (27.5%) 2701 cal BP 2633 (14.7%) 2617 cal BP 2583 ( 7.7%) 2570 cal BP 2563 (18.4%) 2540 cal BP	2736 (32.1%) 2696 cal BP 2638 (17.5%) 2613 cal BP 2593 (45.9%) 2500 cal BP			N9b1d			[66]	[67]	
497	JP	日本	東北地方	岩手県	38.799109	141.161297	蝦島貝塚		蝦島58	女性	壮年	左側頭骨	-769	2741～2516 cal BP	2538±20 BP	2735 (41.1%) 2703 cal BP 2631 (12.6%) 2618 cal BP 2559 (14.5%) 2542 cal BP	2741 (44.3%) 2697 cal BP 2636 (15.6%) 2615 cal BP 2591 (35.5%) 2516 cal BP			N9b2a			[66]	[67]	
498	JP	日本	東北地方	岩手県	38.799109	141.161297	蝦島貝塚		蝦島59	男性	熟年	左側頭骨	-1169	縄文晩期	2956±21 BP	3163 (68.3%) 3075 cal BP	3209 ( 3.7%) 3190 cal BP 3184 (88.1%) 3057 cal BP 3044 ( 1.9%) 3030 cal BP 3018 ( 1.7%) 3005 cal BP						[66]	[67]	
499	JP	日本	東北地方	岩手県	38.799109	141.161297	蝦島貝塚		蝦島60	男性	壮年	左側頭骨	-1231	縄文晩期	2990±21 BP	3213 (63.1%) 3149 cal BP 3090 ( 5.2%) 3082 cal BP	3317 ( 1.3%) 3308 cal BP 3235 (94.2%) 3074 cal BP						[66]	[67]	
517	JP	日本	東北地方	岩手県	38.9901	141.702099	門前貝塚		3 (pit 32)		約9歳	省略	-2000	縄文中期～後期									[71]		
518	JP	日本	東北地方	岩手県	38.9901	141.702099	門前貝塚		No.7		成人	省略	-2000	about 4000 yrs. B.P. 縄文中期～後期						M7a			[72]	[71]	
519	JP	日本	東北地方	岩手県	38.9901	141.702099	門前貝塚		No.9	男性	成人	省略	-2000	縄文中期～後期									[71]		
520	JP	日本	東北地方	岩手県	38.9901	141.702099	門前貝塚		No.12	男性	成人	省略	-2000	about 4000 yrs. B.P. 縄文中期～後期						N9b			[72]	[71]	
521	JP	日本	東北地方	岩手県	38.9901	141.702099	門前貝塚		1988	男性	成人	省略	-2000	縄文中期～後期									[71]		
522	JP	日本	東北地方	岩手県	38.799109	141.161297	蝦島貝塚		No.28				-2000	about 5000-3000 yrs. B.P.						M7a			[72]		
523	JP	日本	東北地方	岩手県			宮野貝塚		1999	女性	成人(20～25歳位)	省略	-4000	縄文前期									[71]		
524	JP	日本	東北地方	岩手県			貝鳥貝塚		15	女性	成人	省略	-1500	縄文中期～晩期									[71]		
525	JP	日本	東北地方	岩手県			貝鳥貝塚		28		成人	省略	-1500	縄文中期～晩期									[71]		
526	JP	日本	東北地方	岩手県			貝鳥貝塚		番外	男性	成人	省略	-1500	縄文中期～晩期									[71]		
527	JP	日本	東北地方	岩手県	40.1819	141.8075	二子貝塚		RJ003, Futago RJ003-Tohoku			省略	-1000	縄文晩期						M7a(M7a2aとするデータ有)M7a2a			[71]		
528	JP	日本	東北地方	岩手県	40.1819	141.8075	二子貝塚		FBS F-16 B-15			省略	-1000	縄文晩期						M7a			[71]		
529	JP	日本	東北地方	岩手県	38.9296651	141.1576569	熊穴洞穴遺跡		79① (79-KC-CB3-①?)				-500	about 2500 yrs. B.P.						N9b			[72]	[71]	
530	JP	日本	東北地方	岩手県	38.9296651	141.1576569	熊穴洞穴遺跡		79② (79-KC-CB3-②?)				-500	about 2500 yrs. B.P.						M7a			[72]	[71]	
531	JP	日本	東北地方	岩手県	38.9296651	141.1576569	熊穴洞穴遺跡		78 (1978?)		成人		-500	about 2500 yrs. B.P.						M7a1 (M7a1*とするデータ有)			[72]	[71]	
532	JP	日本	東北地方	岩手県	38.9296651	141.1576569	熊穴洞穴遺跡		81-KC			省略	-4000	縄文前期									[71]		
533	JP	日本	東北地方	岩手県			中沢浜貝塚			男性	成人	省略	-4000	縄文前期									[71]		
534	JP	日本	東北地方	岩手県	39.0157804	141.7141128	細浦貝塚		番号なし		成人	省略		縄文						N9b			[71]		
535	JP	日本	東北地方	岩手県	39.0157804	141.7141128	細浦貝塚		HosouraNo.2-Tohoku			省略		縄文						M7a2			(孫引き)再検討		
536	JP	日本	東北地方	岩手県	38.984444	141.669722	獺沢貝塚		番号なし Usozawa NoName-Tohoku		成人	省略	-1500	縄文後期～晩期?						N9b(M7a2a1とするデータ有)			[71]		
76	JP	日本	東北地方	宮城県	38.619444	141.005	北小松遺跡		北小松遺跡ヒト 44 縄文人骨				-1000	縄文時代晩期									[20]		
537	JP	日本	東北地方	宮城県	38.670277	141.151666	青鳥貝塚		No.0	女性	壮年	省略	-2000	about 4000 yrs. B.P. 縄文中期～後期						D4b			[72]	[71]	
538	JP	日本	東北地方	宮城県	38.670277	141.151666	青鳥貝塚		No.1 AoshimaNo.1-Tohoku	男性	成人	省略	-2000	about 4000 yrs. B.P. 縄文中期～後期						N9d(N9bやN9d1とするデータ有)			[72]	[71]	
539	JP	日本	東北地方	宮城県	38.670277	141.151666	青鳥貝塚		No.6	女性	熟年	省略	-2000	縄文中期～後期									[71]		
540	JP	日本	東北地方	宮城県	38.670277	141.151666	青鳥貝塚		No.9	男性	成人	省略	-2000	縄文中期～後期									[71]		
541	JP	日本	東北地方	宮城県	38.670277	141.151666	青鳥貝塚		No.10	女性	熟年	省略	-2000	about 4000 yrs. B.P. 縄文中期～後期						M7a			[72]	[71]	
542	JP	日本	東北地方	宮城県	38.670277	141.151666	青鳥貝塚		No.14	男性	熟年	省略	-2000	縄文中期～後期									[71]		
543	JP	日本	東北地方	宮城県	38.335939	141.145261	里浜貝塚		No.2		成人	省略	-1000	縄文晩期									[71]		
544	JP	日本	東北地方	宮城県	38.335939	141.145261	里浜貝塚		No.5		成人	省略	-1000	about 3000 yrs. B.P. 縄文晩期						N9b2			[72]	[71]	
545	JP	日本	東北地方	宮城県	38.335939	141.145261	里浜貝塚		No.6		成人	省略	-1000	縄文晩期						N9b2			[71]		
546	JP	日本	東北地方	宮城県	38.335939	141.145261	里浜貝塚		No.13	男性	成人	省略	-1000	縄文晩期						M7a			[71]		
547	JP	日本	東北地方	宮城県	38.335939	141.145261	里浜貝塚		No.15	男性	成人	省略	-1000	about 3000 yrs. B.P. 縄文晩期						M7a			[72]	[71]	
548	JP	日本	東北地方	宮城県	38.335939	141.145261	里浜貝塚		Feb-96	男性	成人	省略	-1000	縄文晩期									[71]		
549	JP	日本	東北地方	宮城県	38.335939	141.145261	里浜貝塚		Jan-98	男性	30歳代前半	省略	-1000	縄文晩期									[71]		
550	JP	日本	東北地方	宮城県	38.335939	141.145261	里浜貝塚		番外1		成人	省略	-1000	about 3000 yrs. B.P. 縄文晩期						N9b			[72]	[71]	
551	JP	日本	東北地方	宮城県	38.335939	141.145261	里浜貝塚		番外2 Satohama bangai2-Tohoku		成人	省略	-1000	about 3000 yrs. B.P. 縄文晩期						N9b2(N9b2aとするデータ有)			[71]		
552	JP	日本	東北地方	宮城県			川下響貝塚		No.3		成人	省略	-1500	縄文後期～晩期?									[71]		
553	JP	日本	東北地方	宮城県			川下響貝塚		No.7		成人	省略	-1500	縄文後期～晩期?									[71]		
556	JP	日本	東北地方	宮城県	38.425833	141.394444	梨木畑貝塚		No.1				900	(参考：歴史時代初期(平安時代)?)						D5b2			[71]		
557	JP	日本	東北地方	宮城県	38.425833	141.394444	梨木畑貝塚		No.2				900	(参考：歴史時代初期(平安時代)?)						N9b			[71]		
491	JP	日本	東北地方	山形県	37.94552115	140.1457401	戸塚山137号墳			女性			490	古墳						M7a1			[65]		
558	JP	日本	東北地方	山形県	39.192918	139.54746	狄穴洞窟遺跡		狄穴1			省略	900	歴史時代初期(平安時代)						D4a			[73]		
559	JP	日本	東北地方	山形県	39.192918	139.54746	狄穴洞窟遺跡		狄穴2			省略	900	歴史時代初期(平安時代)						N9a			[73]		
560	JP	日本	東北地方	山形県	39.192918	139.54746	狄穴洞窟遺跡		狄穴3			省略	900	歴史時代初期(平安時代)						D4a			[73]		
561	JP	日本	東北地方	山形県	39.192918	139.54746	狄穴洞窟遺跡		狄穴4			省略	900	歴史時代初期(平安時代)						M7b			[73]		
562	JP	日本	東北地方	山形県	39.192918	139.54746	狄穴洞窟遺跡		狄穴6			省略	900	歴史時代初期(平安時代)						D4e			[73]		
563	JP	日本	東北地方	山形県	39.192918	139.54746	狄穴洞窟遺跡		狄穴7			省略	900	歴史時代初期(平安時代)						D5a			[73]		
564	JP	日本	東北地方	山形県	39.192918	139.54746	狄穴洞窟遺跡		狄穴8			省略	900	歴史時代初期(平安時代)						G1a			[73]		
263	JP	日本	東北地方	福島県	37.84458338	140.9056198	三貫地貝塚		131421-1	女性?			-1278.5	縄文時代後期～晩期(他文献)						M7a2			[45]		
264	JP	日本	東北地方	福島県	37.84458338	140.9056198	三貫地貝塚		131421-2	男性			-1278.5	縄文時代後期～晩期(他文献)						M7a2			[45]		
265	JP	日本	東北地方	福島県	37.84458338	140.9056198	三貫地貝塚		131421-3	男性			-1227	(3177ybpとするデータ有) 縄文時代後期～晩期(他文献)						N9b*	(D1a とするデータ有)	(D-CTS3097 とするデータ有)	[45]		
266	JP	日本	東北地方	福島県	37.84458338	140.9056198	三貫地貝塚		131464	女性			-1330	(3280ybpとするデータ有) 縄文時代後期～晩期(他文献)						N9b2			[45]		
418	JP	日本	東北地方	福島県	37.62363115	139.8300489	灰塚山古墳			男性	成人	下顎左第2小臼歯	358.5	古墳時代中期				14C年代 1673±20BP-較正年代(1標準偏差)347AD(29.7％)370AD-377AD(38.5％)401AD-較正年代(2標準偏差)334AD(95.4％)417AD		D4l1a1	D1b1a2b1a		[58]		
554	JP	日本	東北地方	福島県	37.5794	139.6112	塩喰岩陰遺跡							(縄文?)									(孫引き)再検討		
555	JP	日本	東北地方	福島県	37.5794	139.6112	塩喰岩陰遺跡							(縄文?)									(孫引き)再検討		
362	JP	日本	関東地方	群馬県	36.5575599	138.6460769	居家以岩陰遺跡		Iyai1	女性			-6300	8,300-8,200 cal BP Initial Jomon 縄文時代						N9b			[52]	[53]	[54]
363	JP	日本	関東地方	群馬県	36.5575599	138.6460769	居家以岩陰遺跡		Iyai3	男性			-6300	縄文時代						M7a			[55]		
364	JP	日本	関東地方	群馬県	36.5575599	138.6460769	居家以岩陰遺跡		Iyai4	男性			-6300	8,300-8,200 cal BP Initial Jomon 縄文時代						N9b3			[52]	[53]	[54]
365	JP	日本	関東地方	群馬県	36.5575599	138.6460769	居家以岩陰遺跡		Iyai8	女性			-6300	8,300-8,200 cal BP Initial Jomon 縄文時代						N9b			[52]	[53]	[54]
366	JP	日本	関東地方	群馬県	36.5575599	138.6460769	居家以岩陰遺跡		Iyai10	女性			-6300	縄文時代						N9b			[55]		
367	JP	日本	関東地方	群馬県	36.5575599	138.6460769	居家以岩陰遺跡		Iyai12	女性			-6300	縄文時代						N9b3			[55]		
368	JP	日本	関東地方	群馬県	36.5575599	138.6460769	居家以岩陰遺跡		Iyai15	男性			-6300	縄文時代						N9b			[55]		
374	JP	日本	関東地方	千葉県	35.62370021	140.1639843	加曽利貝塚	Kasori shell midden	Kaso6				-3010	(4960ybpとするデータ有) Middle Jomon 縄文時代						M7a			[52]	[53]	[56]
375	JP	日本	関東地方	千葉県	35.73769865	139.9654144	姥山貝塚	Ubayama shell midden	Uba2				-3010	(4960ybpとするデータ有) Middle Jomon 縄文時代						N9b			[52]	[53]	[56]
387	JP	日本	関東地方	千葉県	35.72588719	139.9587005	古作貝塚		JpKo2	女性			-2454	4294-4514; 4404						N9b	-		[48]		
