key	language_en_us	language_ja_jp	language_zh_tw	language_zh_cn	language_ko_kr	language_es	language_pt	language_de	language_fr	language_it	language_tr	language_pl	language_el	language_nl	language_cs	language_uk	language_ru	language_id	language_fa	language_ar	language_null
gengo_119	Ten'ei	天永	天永	天永	Ten'ei	Ten'ei	Ten'ei	Ten'ei	Ten'ei	Ten'ei	Ten'ei	Ten'ei	Ten'ei	Ten'ei	Ten'ei	Ten'ei	Ten'ei	Ten'ei	Ten'ei	Ten'ei	Ten'ei
gengo_120	Eikyū	永久	永久	永久	Eikyū	Eikyū	Eikyū	Eikyū	Eikyū	Eikyū	Eikyū	Eikyū	Eikyū	Eikyū	Eikyū	Eikyū	Eikyū	Eikyū	Eikyū	Eikyū	Eikyū
gengo_121	Gen'ei	元永	元永	元永	Gen'ei	Gen'ei	Gen'ei	Gen'ei	Gen'ei	Gen'ei	Gen'ei	Gen'ei	Gen'ei	Gen'ei	Gen'ei	Gen'ei	Gen'ei	Gen'ei	Gen'ei	Gen'ei	Gen'ei
gengo_122	Hōan	保安	保安	保安	Hōan	Hōan	Hōan	Hōan	Hōan	Hōan	Hōan	Hōan	Hōan	Hōan	Hōan	Hōan	Hōan	Hōan	Hōan	Hōan	Hōan
gengo_123	Tenji	天治	天治	天治	Tenji	Tenji	Tenji	Tenji	Tenji	Tenji	Tenji	Tenji	Tenji	Tenji	Tenji	Tenji	Tenji	Tenji	Tenji	Tenji	Tenji
gengo_124	Daiji	大治	大治	大治	Daiji	Daiji	Daiji	Daiji	Daiji	Daiji	Daiji	Daiji	Daiji	Daiji	Daiji	Daiji	Daiji	Daiji	Daiji	Daiji	Daiji
gengo_125	Tenshō	天承	天承	天承	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō
gengo_126	Chōshō	長承	長承	長承	Chōshō	Chōshō	Chōshō	Chōshō	Chōshō	Chōshō	Chōshō	Chōshō	Chōshō	Chōshō	Chōshō	Chōshō	Chōshō	Chōshō	Chōshō	Chōshō	Chōshō
gengo_127	Hōen	保延	保延	保延	Hōen	Hōen	Hōen	Hōen	Hōen	Hōen	Hōen	Hōen	Hōen	Hōen	Hōen	Hōen	Hōen	Hōen	Hōen	Hōen	Hōen
gengo_128	Eiji	永治	永治	永治	Eiji	Eiji	Eiji	Eiji	Eiji	Eiji	Eiji	Eiji	Eiji	Eiji	Eiji	Eiji	Eiji	Eiji	Eiji	Eiji	Eiji
gengo_129	Kōji	康治	康治	康治	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji
gengo_130	Ten'yō	天養	天養	天養	Ten'yō	Ten'yō	Ten'yō	Ten'yō	Ten'yō	Ten'yō	Ten'yō	Ten'yō	Ten'yō	Ten'yō	Ten'yō	Ten'yō	Ten'yō	Ten'yō	Ten'yō	Ten'yō	Ten'yō
gengo_131	Kyūan	久安	久安	久安	Kyūan	Kyūan	Kyūan	Kyūan	Kyūan	Kyūan	Kyūan	Kyūan	Kyūan	Kyūan	Kyūan	Kyūan	Kyūan	Kyūan	Kyūan	Kyūan	Kyūan
gengo_132	Ninpei	仁平	仁平	仁平	Ninpei	Ninpei	Ninpei	Ninpei	Ninpei	Ninpei	Ninpei	Ninpei	Ninpei	Ninpei	Ninpei	Ninpei	Ninpei	Ninpei	Ninpei	Ninpei	Ninpei
gengo_133	Kyūju	久寿	久壽	久壽	Kyūju	Kyūju	Kyūju	Kyūju	Kyūju	Kyūju	Kyūju	Kyūju	Kyūju	Kyūju	Kyūju	Kyūju	Kyūju	Kyūju	Kyūju	Kyūju	Kyūju
gengo_134	Hōgen	保元	保元	保元	Hōgen	Hōgen	Hōgen	Hōgen	Hōgen	Hōgen	Hōgen	Hōgen	Hōgen	Hōgen	Hōgen	Hōgen	Hōgen	Hōgen	Hōgen	Hōgen	Hōgen
gengo_135	Heiji	平治	平治	平治	Heiji	Heiji	Heiji	Heiji	Heiji	Heiji	Heiji	Heiji	Heiji	Heiji	Heiji	Heiji	Heiji	Heiji	Heiji	Heiji	Heiji
gengo_136	Eiryaku	永暦	永曆	永曆	Eiryaku	Eiryaku	Eiryaku	Eiryaku	Eiryaku	Eiryaku	Eiryaku	Eiryaku	Eiryaku	Eiryaku	Eiryaku	Eiryaku	Eiryaku	Eiryaku	Eiryaku	Eiryaku	Eiryaku
gengo_137	Ōhō	応保	應保	應保	Ōhō	Ōhō	Ōhō	Ōhō	Ōhō	Ōhō	Ōhō	Ōhō	Ōhō	Ōhō	Ōhō	Ōhō	Ōhō	Ōhō	Ōhō	Ōhō	Ōhō
gengo_138	Chōkan	長寛	長寛	長寛	Chōkan	Chōkan	Chōkan	Chōkan	Chōkan	Chōkan	Chōkan	Chōkan	Chōkan	Chōkan	Chōkan	Chōkan	Chōkan	Chōkan	Chōkan	Chōkan	Chōkan
gengo_139	Eiman	永万	永萬	永萬	Eiman	Eiman	Eiman	Eiman	Eiman	Eiman	Eiman	Eiman	Eiman	Eiman	Eiman	Eiman	Eiman	Eiman	Eiman	Eiman	Eiman
gengo_140	Nin'an	仁安	仁安	仁安	Nin'an	Nin'an	Nin'an	Nin'an	Nin'an	Nin'an	Nin'an	Nin'an	Nin'an	Nin'an	Nin'an	Nin'an	Nin'an	Nin'an	Nin'an	Nin'an	Nin'an
gengo_141	Kaō	嘉応	嘉應	嘉應	Kaō	Kaō	Kaō	Kaō	Kaō	Kaō	Kaō	Kaō	Kaō	Kaō	Kaō	Kaō	Kaō	Kaō	Kaō	Kaō	Kaō
gengo_142	Jōan	承安	承安	承安	Jōan	Jōan	Jōan	Jōan	Jōan	Jōan	Jōan	Jōan	Jōan	Jōan	Jōan	Jōan	Jōan	Jōan	Jōan	Jōan	Jōan
gengo_143	Angen	安元	安元	安元	Angen	Angen	Angen	Angen	Angen	Angen	Angen	Angen	Angen	Angen	Angen	Angen	Angen	Angen	Angen	Angen	Angen
gengo_144	Jishō	治承	治承	治承	Jishō	Jishō	Jishō	Jishō	Jishō	Jishō	Jishō	Jishō	Jishō	Jishō	Jishō	Jishō	Jishō	Jishō	Jishō	Jishō	Jishō
gengo_145	Yōwa	養和	養和	養和	Yōwa	Yōwa	Yōwa	Yōwa	Yōwa	Yōwa	Yōwa	Yōwa	Yōwa	Yōwa	Yōwa	Yōwa	Yōwa	Yōwa	Yōwa	Yōwa	Yōwa
gengo_146	Juei	寿永	壽永	壽永	Juei	Juei	Juei	Juei	Juei	Juei	Juei	Juei	Juei	Juei	Juei	Juei	Juei	Juei	Juei	Juei	Juei
gengo_147	Genryaku	元暦	元曆	元曆	Genryaku	Genryaku	Genryaku	Genryaku	Genryaku	Genryaku	Genryaku	Genryaku	Genryaku	Genryaku	Genryaku	Genryaku	Genryaku	Genryaku	Genryaku	Genryaku	Genryaku
gengo_148	Bunji	文治	文治	文治	Bunji	Bunji	Bunji	Bunji	Bunji	Bunji	Bunji	Bunji	Bunji	Bunji	Bunji	Bunji	Bunji	Bunji	Bunji	Bunji	Bunji
gengo_149	Kenkyū	建久	建久	建久	Kenkyū	Kenkyū	Kenkyū	Kenkyū	Kenkyū	Kenkyū	Kenkyū	Kenkyū	Kenkyū	Kenkyū	Kenkyū	Kenkyū	Kenkyū	Kenkyū	Kenkyū	Kenkyū	Kenkyū
gengo_150	Shōji	正治	正治	正治	Shōji	Shōji	Shōji	Shōji	Shōji	Shōji	Shōji	Shōji	Shōji	Shōji	Shōji	Shōji	Shōji	Shōji	Shōji	Shōji	Shōji
gengo_151	Kennin	建仁	建仁	建仁	Kennin	Kennin	Kennin	Kennin	Kennin	Kennin	Kennin	Kennin	Kennin	Kennin	Kennin	Kennin	Kennin	Kennin	Kennin	Kennin	Kennin
gengo_152	Genkyū	元久	元久	元久	Genkyū	Genkyū	Genkyū	Genkyū	Genkyū	Genkyū	Genkyū	Genkyū	Genkyū	Genkyū	Genkyū	Genkyū	Genkyū	Genkyū	Genkyū	Genkyū	Genkyū
gengo_153	Ken'ei	建永	建永	建永	Ken'ei	Ken'ei	Ken'ei	Ken'ei	Ken'ei	Ken'ei	Ken'ei	Ken'ei	Ken'ei	Ken'ei	Ken'ei	Ken'ei	Ken'ei	Ken'ei	Ken'ei	Ken'ei	Ken'ei
gengo_154	Jōgen	承元	承元	承元	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen	Jōgen
gengo_155	Kenryaku	建暦	建曆	建曆	Kenryaku	Kenryaku	Kenryaku	Kenryaku	Kenryaku	Kenryaku	Kenryaku	Kenryaku	Kenryaku	Kenryaku	Kenryaku	Kenryaku	Kenryaku	Kenryaku	Kenryaku	Kenryaku	Kenryaku
gengo_156	Kempo	建保	建保	建保	Kempo	Kempo	Kempo	Kempo	Kempo	Kempo	Kempo	Kempo	Kempo	Kempo	Kempo	Kempo	Kempo	Kempo	Kempo	Kempo	Kempo
gengo_157	Jōkyū	承久	承久	承久	Jōkyū	Jōkyū	Jōkyū	Jōkyū	Jōkyū	Jōkyū	Jōkyū	Jōkyū	Jōkyū	Jōkyū	Jōkyū	Jōkyū	Jōkyū	Jōkyū	Jōkyū	Jōkyū	Jōkyū
gengo_158	Jōō	貞応	貞應	貞應	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō
gengo_159	Gennin	元仁	元仁	元仁	Gennin	Gennin	Gennin	Gennin	Gennin	Gennin	Gennin	Gennin	Gennin	Gennin	Gennin	Gennin	Gennin	Gennin	Gennin	Gennin	Gennin
gengo_160	Karoku	嘉禄	嘉祿	嘉祿	Karoku	Karoku	Karoku	Karoku	Karoku	Karoku	Karoku	Karoku	Karoku	Karoku	Karoku	Karoku	Karoku	Karoku	Karoku	Karoku	Karoku
gengo_161	Antei	安貞	安貞	安貞	Antei	Antei	Antei	Antei	Antei	Antei	Antei	Antei	Antei	Antei	Antei	Antei	Antei	Antei	Antei	Antei	Antei
gengo_162	Kangi	寛喜	寛喜	寛喜	Kangi	Kangi	Kangi	Kangi	Kangi	Kangi	Kangi	Kangi	Kangi	Kangi	Kangi	Kangi	Kangi	Kangi	Kangi	Kangi	Kangi
gengo_163	Jōei	貞永	貞永	貞永	Jōei	Jōei	Jōei	Jōei	Jōei	Jōei	Jōei	Jōei	Jōei	Jōei	Jōei	Jōei	Jōei	Jōei	Jōei	Jōei	Jōei
gengo_164	Tenpuku	天福	天福	天福	Tenpuku	Tenpuku	Tenpuku	Tenpuku	Tenpuku	Tenpuku	Tenpuku	Tenpuku	Tenpuku	Tenpuku	Tenpuku	Tenpuku	Tenpuku	Tenpuku	Tenpuku	Tenpuku	Tenpuku
gengo_165	Bunryaku	文暦	文曆	文曆	Bunryaku	Bunryaku	Bunryaku	Bunryaku	Bunryaku	Bunryaku	Bunryaku	Bunryaku	Bunryaku	Bunryaku	Bunryaku	Bunryaku	Bunryaku	Bunryaku	Bunryaku	Bunryaku	Bunryaku
gengo_166	Katei	嘉禎	嘉禎	嘉禎	Katei	Katei	Katei	Katei	Katei	Katei	Katei	Katei	Katei	Katei	Katei	Katei	Katei	Katei	Katei	Katei	Katei
gengo_167	Ryakunin	暦仁	曆仁	曆仁	Ryakunin	Ryakunin	Ryakunin	Ryakunin	Ryakunin	Ryakunin	Ryakunin	Ryakunin	Ryakunin	Ryakunin	Ryakunin	Ryakunin	Ryakunin	Ryakunin	Ryakunin	Ryakunin	Ryakunin
gengo_168	En'ō	延応	延應	延應	En'ō	En'ō	En'ō	En'ō	En'ō	En'ō	En'ō	En'ō	En'ō	En'ō	En'ō	En'ō	En'ō	En'ō	En'ō	En'ō	En'ō
gengo_169	Ninji	仁治	仁治	仁治	Ninji	Ninji	Ninji	Ninji	Ninji	Ninji	Ninji	Ninji	Ninji	Ninji	Ninji	Ninji	Ninji	Ninji	Ninji	Ninji	Ninji
gengo_170	Kangen	寛元	寛元	寛元	Kangen	Kangen	Kangen	Kangen	Kangen	Kangen	Kangen	Kangen	Kangen	Kangen	Kangen	Kangen	Kangen	Kangen	Kangen	Kangen	Kangen
gengo_171	Hōji	宝治	寶治	寶治	Hōji	Hōji	Hōji	Hōji	Hōji	Hōji	Hōji	Hōji	Hōji	Hōji	Hōji	Hōji	Hōji	Hōji	Hōji	Hōji	Hōji
gengo_172	Kenchō	建長	建長	建長	Kenchō	Kenchō	Kenchō	Kenchō	Kenchō	Kenchō	Kenchō	Kenchō	Kenchō	Kenchō	Kenchō	Kenchō	Kenchō	Kenchō	Kenchō	Kenchō	Kenchō
gengo_173	Kōgen	康元	康元	康元	Kōgen	Kōgen	Kōgen	Kōgen	Kōgen	Kōgen	Kōgen	Kōgen	Kōgen	Kōgen	Kōgen	Kōgen	Kōgen	Kōgen	Kōgen	Kōgen	Kōgen
gengo_174	Shōka	正嘉	正嘉	正嘉	Shōka	Shōka	Shōka	Shōka	Shōka	Shōka	Shōka	Shōka	Shōka	Shōka	Shōka	Shōka	Shōka	Shōka	Shōka	Shōka	Shōka
gengo_175	Shōgen	正元	正元	正元	Shōgen	Shōgen	Shōgen	Shōgen	Shōgen	Shōgen	Shōgen	Shōgen	Shōgen	Shōgen	Shōgen	Shōgen	Shōgen	Shōgen	Shōgen	Shōgen	Shōgen
gengo_176	Bun'ō	文応	文應	文應	Bun'ō	Bun'ō	Bun'ō	Bun'ō	Bun'ō	Bun'ō	Bun'ō	Bun'ō	Bun'ō	Bun'ō	Bun'ō	Bun'ō	Bun'ō	Bun'ō	Bun'ō	Bun'ō	Bun'ō
gengo_177	Kōchō	弘長	弘長	弘長	Kōchō	Kōchō	Kōchō	Kōchō	Kōchō	Kōchō	Kōchō	Kōchō	Kōchō	Kōchō	Kōchō	Kōchō	Kōchō	Kōchō	Kōchō	Kōchō	Kōchō
gengo_178	Bun'ei	文永	文永	文永	Bun'ei	Bun'ei	Bun'ei	Bun'ei	Bun'ei	Bun'ei	Bun'ei	Bun'ei	Bun'ei	Bun'ei	Bun'ei	Bun'ei	Bun'ei	Bun'ei	Bun'ei	Bun'ei	Bun'ei
gengo_179	Kenji	建治	建治	建治	Kenji	Kenji	Kenji	Kenji	Kenji	Kenji	Kenji	Kenji	Kenji	Kenji	Kenji	Kenji	Kenji	Kenji	Kenji	Kenji	Kenji
gengo_180	Kōan	弘安	弘安	弘安	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan
gengo_181	Shōō	正応	正應	正應	Shōō	Shōō	Shōō	Shōō	Shōō	Shōō	Shōō	Shōō	Shōō	Shōō	Shōō	Shōō	Shōō	Shōō	Shōō	Shōō	Shōō
gengo_182	Einin	永仁	永仁	永仁	Einin	Einin	Einin	Einin	Einin	Einin	Einin	Einin	Einin	Einin	Einin	Einin	Einin	Einin	Einin	Einin	Einin
gengo_183	Shōan	正安	正安	正安	Shōan	Shōan	Shōan	Shōan	Shōan	Shōan	Shōan	Shōan	Shōan	Shōan	Shōan	Shōan	Shōan	Shōan	Shōan	Shōan	Shōan
gengo_184	Kengen	乾元	乾元	乾元	Kengen	Kengen	Kengen	Kengen	Kengen	Kengen	Kengen	Kengen	Kengen	Kengen	Kengen	Kengen	Kengen	Kengen	Kengen	Kengen	Kengen
gengo_185	Kagen	嘉元	嘉元	嘉元	Kagen	Kagen	Kagen	Kagen	Kagen	Kagen	Kagen	Kagen	Kagen	Kagen	Kagen	Kagen	Kagen	Kagen	Kagen	Kagen	Kagen
gengo_186	Tokuji	徳治	德治	德治	Tokuji	Tokuji	Tokuji	Tokuji	Tokuji	Tokuji	Tokuji	Tokuji	Tokuji	Tokuji	Tokuji	Tokuji	Tokuji	Tokuji	Tokuji	Tokuji	Tokuji
gengo_187	Enkyō	延慶	延慶	延慶	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō
gengo_188	Ōchō	応長	應長	應長	Ōchō	Ōchō	Ōchō	Ōchō	Ōchō	Ōchō	Ōchō	Ōchō	Ōchō	Ōchō	Ōchō	Ōchō	Ōchō	Ōchō	Ōchō	Ōchō	Ōchō
gengo_189	Shōwa	正和	正和	正和	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa
gengo_190	Bunpō	文保	文保	文保	Bunpō	Bunpō	Bunpō	Bunpō	Bunpō	Bunpō	Bunpō	Bunpō	Bunpō	Bunpō	Bunpō	Bunpō	Bunpō	Bunpō	Bunpō	Bunpō	Bunpō
gengo_191	Gen'ō	元応	元應	元應	Gen'ō	Gen'ō	Gen'ō	Gen'ō	Gen'ō	Gen'ō	Gen'ō	Gen'ō	Gen'ō	Gen'ō	Gen'ō	Gen'ō	Gen'ō	Gen'ō	Gen'ō	Gen'ō	Gen'ō
gengo_192	Genkō	元亨	元亨	元亨	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō
gengo_193	Shōchū	正中	正中	正中	Shōchū	Shōchū	Shōchū	Shōchū	Shōchū	Shōchū	Shōchū	Shōchū	Shōchū	Shōchū	Shōchū	Shōchū	Shōchū	Shōchū	Shōchū	Shōchū	Shōchū
gengo_194	Karyaku	嘉暦	嘉曆	嘉曆	Karyaku	Karyaku	Karyaku	Karyaku	Karyaku	Karyaku	Karyaku	Karyaku	Karyaku	Karyaku	Karyaku	Karyaku	Karyaku	Karyaku	Karyaku	Karyaku	Karyaku
gengo_195	Gentoku	元徳	元德	元德	Gentoku	Gentoku	Gentoku	Gentoku	Gentoku	Gentoku	Gentoku	Gentoku	Gentoku	Gentoku	Gentoku	Gentoku	Gentoku	Gentoku	Gentoku	Gentoku	Gentoku
gengo_196	Genkō	元弘	元弘	元弘	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō	Genkō
gengo_197	Shōkyō	正慶	正慶	正慶	Shōkyō	Shōkyō	Shōkyō	Shōkyō	Shōkyō	Shōkyō	Shōkyō	Shōkyō	Shōkyō	Shōkyō	Shōkyō	Shōkyō	Shōkyō	Shōkyō	Shōkyō	Shōkyō	Shōkyō
gengo_198	Kenmu	建武	建武	建武	Kenmu	Kenmu	Kenmu	Kenmu	Kenmu	Kenmu	Kenmu	Kenmu	Kenmu	Kenmu	Kenmu	Kenmu	Kenmu	Kenmu	Kenmu	Kenmu	Kenmu
gengo_199	Engen	延元	延元	延元	Engen	Engen	Engen	Engen	Engen	Engen	Engen	Engen	Engen	Engen	Engen	Engen	Engen	Engen	Engen	Engen	Engen
gengo_200	Ryakuō	暦応	曆應	曆應	Ryakuō	Ryakuō	Ryakuō	Ryakuō	Ryakuō	Ryakuō	Ryakuō	Ryakuō	Ryakuō	Ryakuō	Ryakuō	Ryakuō	Ryakuō	Ryakuō	Ryakuō	Ryakuō	Ryakuō
gengo_201	Kōkoku	興国	興國	興國	Kōkoku	Kōkoku	Kōkoku	Kōkoku	Kōkoku	Kōkoku	Kōkoku	Kōkoku	Kōkoku	Kōkoku	Kōkoku	Kōkoku	Kōkoku	Kōkoku	Kōkoku	Kōkoku	Kōkoku
gengo_202	Kōei	康永	康永	康永	Kōei	Kōei	Kōei	Kōei	Kōei	Kōei	Kōei	Kōei	Kōei	Kōei	Kōei	Kōei	Kōei	Kōei	Kōei	Kōei	Kōei
gengo_203	Jōwa	貞和	貞和	貞和	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa
gengo_204	Shōhei	正平	正平	正平	Shōhei	Shōhei	Shōhei	Shōhei	Shōhei	Shōhei	Shōhei	Shōhei	Shōhei	Shōhei	Shōhei	Shōhei	Shōhei	Shōhei	Shōhei	Shōhei	Shōhei
gengo_205	Kannō	観応	觀應	觀應	Kannō	Kannō	Kannō	Kannō	Kannō	Kannō	Kannō	Kannō	Kannō	Kannō	Kannō	Kannō	Kannō	Kannō	Kannō	Kannō	Kannō
gengo_206	Bunna	文和	文和	文和	Bunna	Bunna	Bunna	Bunna	Bunna	Bunna	Bunna	Bunna	Bunna	Bunna	Bunna	Bunna	Bunna	Bunna	Bunna	Bunna	Bunna
gengo_207	Enbun	延文	延文	延文	Enbun	Enbun	Enbun	Enbun	Enbun	Enbun	Enbun	Enbun	Enbun	Enbun	Enbun	Enbun	Enbun	Enbun	Enbun	Enbun	Enbun
gengo_208	Kōan	康安	康安	康安	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan
gengo_209	Jōji	貞治	貞治	貞治	Jōji	Jōji	Jōji	Jōji	Jōji	Jōji	Jōji	Jōji	Jōji	Jōji	Jōji	Jōji	Jōji	Jōji	Jōji	Jōji	Jōji
gengo_210	Ōan	応安	應安	應安	Ōan	Ōan	Ōan	Ōan	Ōan	Ōan	Ōan	Ōan	Ōan	Ōan	Ōan	Ōan	Ōan	Ōan	Ōan	Ōan	Ōan
gengo_211	Kentoku	建徳	建德	建德	Kentoku	Kentoku	Kentoku	Kentoku	Kentoku	Kentoku	Kentoku	Kentoku	Kentoku	Kentoku	Kentoku	Kentoku	Kentoku	Kentoku	Kentoku	Kentoku	Kentoku
gengo_212	Bunchū	文中	文中	文中	Bunchū	Bunchū	Bunchū	Bunchū	Bunchū	Bunchū	Bunchū	Bunchū	Bunchū	Bunchū	Bunchū	Bunchū	Bunchū	Bunchū	Bunchū	Bunchū	Bunchū
gengo_213	Tenju	天授	天授	天授	Tenju	Tenju	Tenju	Tenju	Tenju	Tenju	Tenju	Tenju	Tenju	Tenju	Tenju	Tenju	Tenju	Tenju	Tenju	Tenju	Tenju
gengo_214	Eiwa	永和	永和	永和	Eiwa	Eiwa	Eiwa	Eiwa	Eiwa	Eiwa	Eiwa	Eiwa	Eiwa	Eiwa	Eiwa	Eiwa	Eiwa	Eiwa	Eiwa	Eiwa	Eiwa
gengo_215	Kōryaku	康暦	康曆	康曆	Kōryaku	Kōryaku	Kōryaku	Kōryaku	Kōryaku	Kōryaku	Kōryaku	Kōryaku	Kōryaku	Kōryaku	Kōryaku	Kōryaku	Kōryaku	Kōryaku	Kōryaku	Kōryaku	Kōryaku
gengo_216	Kōwa	弘和	弘和	弘和	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa
gengo_217	Eitoku	永徳	永德	永德	Eitoku	Eitoku	Eitoku	Eitoku	Eitoku	Eitoku	Eitoku	Eitoku	Eitoku	Eitoku	Eitoku	Eitoku	Eitoku	Eitoku	Eitoku	Eitoku	Eitoku
gengo_218	Genchū	元中	元中	元中	Genchū	Genchū	Genchū	Genchū	Genchū	Genchū	Genchū	Genchū	Genchū	Genchū	Genchū	Genchū	Genchū	Genchū	Genchū	Genchū	Genchū
gengo_219	Shitoku	至徳	至德	至德	Shitoku	Shitoku	Shitoku	Shitoku	Shitoku	Shitoku	Shitoku	Shitoku	Shitoku	Shitoku	Shitoku	Shitoku	Shitoku	Shitoku	Shitoku	Shitoku	Shitoku
gengo_220	Kakei	嘉慶	嘉慶	嘉慶	Kakei	Kakei	Kakei	Kakei	Kakei	Kakei	Kakei	Kakei	Kakei	Kakei	Kakei	Kakei	Kakei	Kakei	Kakei	Kakei	Kakei
gengo_221	Kōō	康応	康應	康應	Kōō	Kōō	Kōō	Kōō	Kōō	Kōō	Kōō	Kōō	Kōō	Kōō	Kōō	Kōō	Kōō	Kōō	Kōō	Kōō	Kōō
gengo_222	Meitoku	明徳	明德	明德	Meitoku	Meitoku	Meitoku	Meitoku	Meitoku	Meitoku	Meitoku	Meitoku	Meitoku	Meitoku	Meitoku	Meitoku	Meitoku	Meitoku	Meitoku	Meitoku	Meitoku
gengo_223	Ōei	応永	應永	應永	Ōei	Ōei	Ōei	Ōei	Ōei	Ōei	Ōei	Ōei	Ōei	Ōei	Ōei	Ōei	Ōei	Ōei	Ōei	Ōei	Ōei
gengo_224	Shōchō	正長	正長	正長	Shōchō	Shōchō	Shōchō	Shōchō	Shōchō	Shōchō	Shōchō	Shōchō	Shōchō	Shōchō	Shōchō	Shōchō	Shōchō	Shōchō	Shōchō	Shōchō	Shōchō
gengo_225	Eikyō	永享	永享	永享	Eikyō	Eikyō	Eikyō	Eikyō	Eikyō	Eikyō	Eikyō	Eikyō	Eikyō	Eikyō	Eikyō	Eikyō	Eikyō	Eikyō	Eikyō	Eikyō	Eikyō
gengo_226	Kakitsu	嘉吉	嘉吉	嘉吉	Kakitsu	Kakitsu	Kakitsu	Kakitsu	Kakitsu	Kakitsu	Kakitsu	Kakitsu	Kakitsu	Kakitsu	Kakitsu	Kakitsu	Kakitsu	Kakitsu	Kakitsu	Kakitsu	Kakitsu
gengo_227	Bun'an	文安	文安	文安	Bun'an	Bun'an	Bun'an	Bun'an	Bun'an	Bun'an	Bun'an	Bun'an	Bun'an	Bun'an	Bun'an	Bun'an	Bun'an	Bun'an	Bun'an	Bun'an	Bun'an
gengo_228	Hōtoku	宝徳	寶德	寶德	Hōtoku	Hōtoku	Hōtoku	Hōtoku	Hōtoku	Hōtoku	Hōtoku	Hōtoku	Hōtoku	Hōtoku	Hōtoku	Hōtoku	Hōtoku	Hōtoku	Hōtoku	Hōtoku	Hōtoku
gengo_229	Kyōtoku	享徳	享德	享德	Kyōtoku	Kyōtoku	Kyōtoku	Kyōtoku	Kyōtoku	Kyōtoku	Kyōtoku	Kyōtoku	Kyōtoku	Kyōtoku	Kyōtoku	Kyōtoku	Kyōtoku	Kyōtoku	Kyōtoku	Kyōtoku	Kyōtoku
gengo_230	Kōshō	康正	康正	康正	Kōshō	Kōshō	Kōshō	Kōshō	Kōshō	Kōshō	Kōshō	Kōshō	Kōshō	Kōshō	Kōshō	Kōshō	Kōshō	Kōshō	Kōshō	Kōshō	Kōshō
gengo_231	Chōroku	長禄	長祿	長祿	Chōroku	Chōroku	Chōroku	Chōroku	Chōroku	Chōroku	Chōroku	Chōroku	Chōroku	Chōroku	Chōroku	Chōroku	Chōroku	Chōroku	Chōroku	Chōroku	Chōroku
gengo_232	Kanshō	寛正	寛正	寛正	Kanshō	Kanshō	Kanshō	Kanshō	Kanshō	Kanshō	Kanshō	Kanshō	Kanshō	Kanshō	Kanshō	Kanshō	Kanshō	Kanshō	Kanshō	Kanshō	Kanshō
gengo_233	Bunshō	文正	文正	文正	Bunshō	Bunshō	Bunshō	Bunshō	Bunshō	Bunshō	Bunshō	Bunshō	Bunshō	Bunshō	Bunshō	Bunshō	Bunshō	Bunshō	Bunshō	Bunshō	Bunshō
gengo_234	Ōnin	応仁	應仁	應仁	Ōnin	Ōnin	Ōnin	Ōnin	Ōnin	Ōnin	Ōnin	Ōnin	Ōnin	Ōnin	Ōnin	Ōnin	Ōnin	Ōnin	Ōnin	Ōnin	Ōnin
