key	en-US	ja-JP	language_zh_tw	language_zh_cn	language_ko_kr	language_es	language_pt	language_de	language_fr	language_it	language_tr	language_pl	language_el	language_nl	language_cs	language_uk	language_ru	language_id	language_fa	language_ar	language_null
gengo_199	Engen	延元	延元	延元	Engen	Engen	Engen	Engen	Engen	Engen	Engen	Engen	Engen	Engen	Engen	Engen	Engen	Engen	Engen	Engen	Engen
gengo_200	Ryakuō	暦応	曆應	曆應	Ryakuō	Ryakuō	Ryakuō	Ryakuō	Ryakuō	Ryakuō	Ryakuō	Ryakuō	Ryakuō	Ryakuō	Ryakuō	Ryakuō	Ryakuō	Ryakuō	Ryakuō	Ryakuō	Ryakuō
gengo_201	Kōkoku	興国	興國	興國	Kōkoku	Kōkoku	Kōkoku	Kōkoku	Kōkoku	Kōkoku	Kōkoku	Kōkoku	Kōkoku	Kōkoku	Kōkoku	Kōkoku	Kōkoku	Kōkoku	Kōkoku	Kōkoku	Kōkoku
gengo_202	Kōei	康永	康永	康永	Kōei	Kōei	Kōei	Kōei	Kōei	Kōei	Kōei	Kōei	Kōei	Kōei	Kōei	Kōei	Kōei	Kōei	Kōei	Kōei	Kōei
gengo_203	Jōwa	貞和	貞和	貞和	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa	Jōwa
gengo_204	Shōhei	正平	正平	正平	Shōhei	Shōhei	Shōhei	Shōhei	Shōhei	Shōhei	Shōhei	Shōhei	Shōhei	Shōhei	Shōhei	Shōhei	Shōhei	Shōhei	Shōhei	Shōhei	Shōhei
gengo_205	Kannō	観応	觀應	觀應	Kannō	Kannō	Kannō	Kannō	Kannō	Kannō	Kannō	Kannō	Kannō	Kannō	Kannō	Kannō	Kannō	Kannō	Kannō	Kannō	Kannō
gengo_206	Bunna	文和	文和	文和	Bunna	Bunna	Bunna	Bunna	Bunna	Bunna	Bunna	Bunna	Bunna	Bunna	Bunna	Bunna	Bunna	Bunna	Bunna	Bunna	Bunna
gengo_207	Enbun	延文	延文	延文	Enbun	Enbun	Enbun	Enbun	Enbun	Enbun	Enbun	Enbun	Enbun	Enbun	Enbun	Enbun	Enbun	Enbun	Enbun	Enbun	Enbun
gengo_208	Kōan	康安	康安	康安	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan	Kōan
gengo_209	Jōji	貞治	貞治	貞治	Jōji	Jōji	Jōji	Jōji	Jōji	Jōji	Jōji	Jōji	Jōji	Jōji	Jōji	Jōji	Jōji	Jōji	Jōji	Jōji	Jōji
gengo_210	Ōan	応安	應安	應安	Ōan	Ōan	Ōan	Ōan	Ōan	Ōan	Ōan	Ōan	Ōan	Ōan	Ōan	Ōan	Ōan	Ōan	Ōan	Ōan	Ōan
gengo_211	Kentoku	建徳	建德	建德	Kentoku	Kentoku	Kentoku	Kentoku	Kentoku	Kentoku	Kentoku	Kentoku	Kentoku	Kentoku	Kentoku	Kentoku	Kentoku	Kentoku	Kentoku	Kentoku	Kentoku
gengo_212	Bunchū	文中	文中	文中	Bunchū	Bunchū	Bunchū	Bunchū	Bunchū	Bunchū	Bunchū	Bunchū	Bunchū	Bunchū	Bunchū	Bunchū	Bunchū	Bunchū	Bunchū	Bunchū	Bunchū
gengo_213	Tenju	天授	天授	天授	Tenju	Tenju	Tenju	Tenju	Tenju	Tenju	Tenju	Tenju	Tenju	Tenju	Tenju	Tenju	Tenju	Tenju	Tenju	Tenju	Tenju
gengo_214	Eiwa	永和	永和	永和	Eiwa	Eiwa	Eiwa	Eiwa	Eiwa	Eiwa	Eiwa	Eiwa	Eiwa	Eiwa	Eiwa	Eiwa	Eiwa	Eiwa	Eiwa	Eiwa	Eiwa
gengo_215	Kōryaku	康暦	康曆	康曆	Kōryaku	Kōryaku	Kōryaku	Kōryaku	Kōryaku	Kōryaku	Kōryaku	Kōryaku	Kōryaku	Kōryaku	Kōryaku	Kōryaku	Kōryaku	Kōryaku	Kōryaku	Kōryaku	Kōryaku
gengo_216	Kōwa	弘和	弘和	弘和	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa	Kōwa
gengo_217	Eitoku	永徳	永德	永德	Eitoku	Eitoku	Eitoku	Eitoku	Eitoku	Eitoku	Eitoku	Eitoku	Eitoku	Eitoku	Eitoku	Eitoku	Eitoku	Eitoku	Eitoku	Eitoku	Eitoku
gengo_218	Genchū	元中	元中	元中	Genchū	Genchū	Genchū	Genchū	Genchū	Genchū	Genchū	Genchū	Genchū	Genchū	Genchū	Genchū	Genchū	Genchū	Genchū	Genchū	Genchū
gengo_219	Shitoku	至徳	至德	至德	Shitoku	Shitoku	Shitoku	Shitoku	Shitoku	Shitoku	Shitoku	Shitoku	Shitoku	Shitoku	Shitoku	Shitoku	Shitoku	Shitoku	Shitoku	Shitoku	Shitoku
gengo_220	Kakei	嘉慶	嘉慶	嘉慶	Kakei	Kakei	Kakei	Kakei	Kakei	Kakei	Kakei	Kakei	Kakei	Kakei	Kakei	Kakei	Kakei	Kakei	Kakei	Kakei	Kakei
gengo_221	Kōō	康応	康應	康應	Kōō	Kōō	Kōō	Kōō	Kōō	Kōō	Kōō	Kōō	Kōō	Kōō	Kōō	Kōō	Kōō	Kōō	Kōō	Kōō	Kōō
gengo_222	Meitoku	明徳	明德	明德	Meitoku	Meitoku	Meitoku	Meitoku	Meitoku	Meitoku	Meitoku	Meitoku	Meitoku	Meitoku	Meitoku	Meitoku	Meitoku	Meitoku	Meitoku	Meitoku	Meitoku
gengo_223	Ōei	応永	應永	應永	Ōei	Ōei	Ōei	Ōei	Ōei	Ōei	Ōei	Ōei	Ōei	Ōei	Ōei	Ōei	Ōei	Ōei	Ōei	Ōei	Ōei
gengo_224	Shōchō	正長	正長	正長	Shōchō	Shōchō	Shōchō	Shōchō	Shōchō	Shōchō	Shōchō	Shōchō	Shōchō	Shōchō	Shōchō	Shōchō	Shōchō	Shōchō	Shōchō	Shōchō	Shōchō
gengo_225	Eikyō	永享	永享	永享	Eikyō	Eikyō	Eikyō	Eikyō	Eikyō	Eikyō	Eikyō	Eikyō	Eikyō	Eikyō	Eikyō	Eikyō	Eikyō	Eikyō	Eikyō	Eikyō	Eikyō
gengo_226	Kakitsu	嘉吉	嘉吉	嘉吉	Kakitsu	Kakitsu	Kakitsu	Kakitsu	Kakitsu	Kakitsu	Kakitsu	Kakitsu	Kakitsu	Kakitsu	Kakitsu	Kakitsu	Kakitsu	Kakitsu	Kakitsu	Kakitsu	Kakitsu
gengo_227	Bun'an	文安	文安	文安	Bun'an	Bun'an	Bun'an	Bun'an	Bun'an	Bun'an	Bun'an	Bun'an	Bun'an	Bun'an	Bun'an	Bun'an	Bun'an	Bun'an	Bun'an	Bun'an	Bun'an
gengo_228	Hōtoku	宝徳	寶德	寶德	Hōtoku	Hōtoku	Hōtoku	Hōtoku	Hōtoku	Hōtoku	Hōtoku	Hōtoku	Hōtoku	Hōtoku	Hōtoku	Hōtoku	Hōtoku	Hōtoku	Hōtoku	Hōtoku	Hōtoku
gengo_229	Kyōtoku	享徳	享德	享德	Kyōtoku	Kyōtoku	Kyōtoku	Kyōtoku	Kyōtoku	Kyōtoku	Kyōtoku	Kyōtoku	Kyōtoku	Kyōtoku	Kyōtoku	Kyōtoku	Kyōtoku	Kyōtoku	Kyōtoku	Kyōtoku	Kyōtoku
gengo_230	Kōshō	康正	康正	康正	Kōshō	Kōshō	Kōshō	Kōshō	Kōshō	Kōshō	Kōshō	Kōshō	Kōshō	Kōshō	Kōshō	Kōshō	Kōshō	Kōshō	Kōshō	Kōshō	Kōshō
gengo_231	Chōroku	長禄	長祿	長祿	Chōroku	Chōroku	Chōroku	Chōroku	Chōroku	Chōroku	Chōroku	Chōroku	Chōroku	Chōroku	Chōroku	Chōroku	Chōroku	Chōroku	Chōroku	Chōroku	Chōroku
gengo_232	Kanshō	寛正	寛正	寛正	Kanshō	Kanshō	Kanshō	Kanshō	Kanshō	Kanshō	Kanshō	Kanshō	Kanshō	Kanshō	Kanshō	Kanshō	Kanshō	Kanshō	Kanshō	Kanshō	Kanshō
gengo_233	Bunshō	文正	文正	文正	Bunshō	Bunshō	Bunshō	Bunshō	Bunshō	Bunshō	Bunshō	Bunshō	Bunshō	Bunshō	Bunshō	Bunshō	Bunshō	Bunshō	Bunshō	Bunshō	Bunshō
gengo_234	Ōnin	応仁	應仁	應仁	Ōnin	Ōnin	Ōnin	Ōnin	Ōnin	Ōnin	Ōnin	Ōnin	Ōnin	Ōnin	Ōnin	Ōnin	Ōnin	Ōnin	Ōnin	Ōnin	Ōnin
gengo_235	Bunmei	文明	文明	文明	Bunmei	Bunmei	Bunmei	Bunmei	Bunmei	Bunmei	Bunmei	Bunmei	Bunmei	Bunmei	Bunmei	Bunmei	Bunmei	Bunmei	Bunmei	Bunmei	Bunmei
gengo_236	Chōkyō	長享	長享	長享	Chōkyō	Chōkyō	Chōkyō	Chōkyō	Chōkyō	Chōkyō	Chōkyō	Chōkyō	Chōkyō	Chōkyō	Chōkyō	Chōkyō	Chōkyō	Chōkyō	Chōkyō	Chōkyō	Chōkyō
gengo_237	Entoku	延徳	延德	延德	Entoku	Entoku	Entoku	Entoku	Entoku	Entoku	Entoku	Entoku	Entoku	Entoku	Entoku	Entoku	Entoku	Entoku	Entoku	Entoku	Entoku
gengo_238	Meiō	明応	明應	明應	Meiō	Meiō	Meiō	Meiō	Meiō	Meiō	Meiō	Meiō	Meiō	Meiō	Meiō	Meiō	Meiō	Meiō	Meiō	Meiō	Meiō
gengo_239	Bunki	文亀	文龜	文龜	Bunki	Bunki	Bunki	Bunki	Bunki	Bunki	Bunki	Bunki	Bunki	Bunki	Bunki	Bunki	Bunki	Bunki	Bunki	Bunki	Bunki
gengo_240	Eishō	永正	永正	永正	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō	Eishō
gengo_241	Daiei	大永	大永	大永	Daiei	Daiei	Daiei	Daiei	Daiei	Daiei	Daiei	Daiei	Daiei	Daiei	Daiei	Daiei	Daiei	Daiei	Daiei	Daiei	Daiei
gengo_242	Kyōroku	享禄	享祿	享祿	Kyōroku	Kyōroku	Kyōroku	Kyōroku	Kyōroku	Kyōroku	Kyōroku	Kyōroku	Kyōroku	Kyōroku	Kyōroku	Kyōroku	Kyōroku	Kyōroku	Kyōroku	Kyōroku	Kyōroku
gengo_243	Tenbun	天文	天文	天文	Tenbun	Tenbun	Tenbun	Tenbun	Tenbun	Tenbun	Tenbun	Tenbun	Tenbun	Tenbun	Tenbun	Tenbun	Tenbun	Tenbun	Tenbun	Tenbun	Tenbun
gengo_244	Kōji	弘治	弘治	弘治	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji	Kōji
gengo_245	Eiroku	永禄	永祿	永祿	Eiroku	Eiroku	Eiroku	Eiroku	Eiroku	Eiroku	Eiroku	Eiroku	Eiroku	Eiroku	Eiroku	Eiroku	Eiroku	Eiroku	Eiroku	Eiroku	Eiroku
gengo_246	Genki	元亀	元龜	元龜	Genki	Genki	Genki	Genki	Genki	Genki	Genki	Genki	Genki	Genki	Genki	Genki	Genki	Genki	Genki	Genki	Genki
gengo_247	Tenshō	天正	天正	天正	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō	Tenshō
gengo_248	Bunroku	文禄	文祿	文祿	Bunroku	Bunroku	Bunroku	Bunroku	Bunroku	Bunroku	Bunroku	Bunroku	Bunroku	Bunroku	Bunroku	Bunroku	Bunroku	Bunroku	Bunroku	Bunroku	Bunroku
gengo_249	Keichō	慶長	慶長	慶長	Keichō	Keichō	Keichō	Keichō	Keichō	Keichō	Keichō	Keichō	Keichō	Keichō	Keichō	Keichō	Keichō	Keichō	Keichō	Keichō	Keichō
gengo_250	Genna	元和	元和	元和	Genna	Genna	Genna	Genna	Genna	Genna	Genna	Genna	Genna	Genna	Genna	Genna	Genna	Genna	Genna	Genna	Genna
gengo_251	Kan'ei	寛永	寛永	寛永	Kan'ei	Kan'ei	Kan'ei	Kan'ei	Kan'ei	Kan'ei	Kan'ei	Kan'ei	Kan'ei	Kan'ei	Kan'ei	Kan'ei	Kan'ei	Kan'ei	Kan'ei	Kan'ei	Kan'ei
gengo_252	Shōhō	正保	正保	正保	Shōhō	Shōhō	Shōhō	Shōhō	Shōhō	Shōhō	Shōhō	Shōhō	Shōhō	Shōhō	Shōhō	Shōhō	Shōhō	Shōhō	Shōhō	Shōhō	Shōhō
gengo_253	Keian	慶安	慶安	慶安	Keian	Keian	Keian	Keian	Keian	Keian	Keian	Keian	Keian	Keian	Keian	Keian	Keian	Keian	Keian	Keian	Keian
gengo_254	Jōō	承応	承應	承應	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō	Jōō
gengo_255	Meireki	明暦	明曆	明曆	Meireki	Meireki	Meireki	Meireki	Meireki	Meireki	Meireki	Meireki	Meireki	Meireki	Meireki	Meireki	Meireki	Meireki	Meireki	Meireki	Meireki
gengo_256	Manji	万治	萬治	萬治	Manji	Manji	Manji	Manji	Manji	Manji	Manji	Manji	Manji	Manji	Manji	Manji	Manji	Manji	Manji	Manji	Manji
gengo_257	Kanbun	寛文	寛文	寛文	Kanbun	Kanbun	Kanbun	Kanbun	Kanbun	Kanbun	Kanbun	Kanbun	Kanbun	Kanbun	Kanbun	Kanbun	Kanbun	Kanbun	Kanbun	Kanbun	Kanbun
gengo_258	Enpō	延宝	延寶	延寶	Enpō	Enpō	Enpō	Enpō	Enpō	Enpō	Enpō	Enpō	Enpō	Enpō	Enpō	Enpō	Enpō	Enpō	Enpō	Enpō	Enpō
gengo_259	Tenna	天和	天和	天和	Tenna	Tenna	Tenna	Tenna	Tenna	Tenna	Tenna	Tenna	Tenna	Tenna	Tenna	Tenna	Tenna	Tenna	Tenna	Tenna	Tenna
gengo_260	Jōkyō	貞享	貞享	貞享	Jōkyō	Jōkyō	Jōkyō	Jōkyō	Jōkyō	Jōkyō	Jōkyō	Jōkyō	Jōkyō	Jōkyō	Jōkyō	Jōkyō	Jōkyō	Jōkyō	Jōkyō	Jōkyō	Jōkyō
gengo_261	Genroku	元禄	元祿	元祿	Genroku	Genroku	Genroku	Genroku	Genroku	Genroku	Genroku	Genroku	Genroku	Genroku	Genroku	Genroku	Genroku	Genroku	Genroku	Genroku	Genroku
gengo_262	Hōei	宝永	寶永	寶永	Hōei	Hōei	Hōei	Hōei	Hōei	Hōei	Hōei	Hōei	Hōei	Hōei	Hōei	Hōei	Hōei	Hōei	Hōei	Hōei	Hōei
gengo_263	Shōtoku	正徳	正德	正德	Shōtoku	Shōtoku	Shōtoku	Shōtoku	Shōtoku	Shōtoku	Shōtoku	Shōtoku	Shōtoku	Shōtoku	Shōtoku	Shōtoku	Shōtoku	Shōtoku	Shōtoku	Shōtoku	Shōtoku
gengo_264	Kyōhō	享保	享保	享保	Kyōhō	Kyōhō	Kyōhō	Kyōhō	Kyōhō	Kyōhō	Kyōhō	Kyōhō	Kyōhō	Kyōhō	Kyōhō	Kyōhō	Kyōhō	Kyōhō	Kyōhō	Kyōhō	Kyōhō
gengo_265	Genbun	元文	元文	元文	Genbun	Genbun	Genbun	Genbun	Genbun	Genbun	Genbun	Genbun	Genbun	Genbun	Genbun	Genbun	Genbun	Genbun	Genbun	Genbun	Genbun
gengo_266	Kanpō	寛保	寛保	寛保	Kanpō	Kanpō	Kanpō	Kanpō	Kanpō	Kanpō	Kanpō	Kanpō	Kanpō	Kanpō	Kanpō	Kanpō	Kanpō	Kanpō	Kanpō	Kanpō	Kanpō
gengo_267	Enkyō	延享	延享	延享	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō	Enkyō
gengo_268	Kan'en	寛延	寛延	寛延	Kan'en	Kan'en	Kan'en	Kan'en	Kan'en	Kan'en	Kan'en	Kan'en	Kan'en	Kan'en	Kan'en	Kan'en	Kan'en	Kan'en	Kan'en	Kan'en	Kan'en
gengo_269	Hōreki	宝暦	寶曆	寶曆	Hōreki	Hōreki	Hōreki	Hōreki	Hōreki	Hōreki	Hōreki	Hōreki	Hōreki	Hōreki	Hōreki	Hōreki	Hōreki	Hōreki	Hōreki	Hōreki	Hōreki
gengo_270	Meiwa	明和	明和	明和	Meiwa	Meiwa	Meiwa	Meiwa	Meiwa	Meiwa	Meiwa	Meiwa	Meiwa	Meiwa	Meiwa	Meiwa	Meiwa	Meiwa	Meiwa	Meiwa	Meiwa
gengo_271	An'ei	安永	安永	安永	An'ei	An'ei	An'ei	An'ei	An'ei	An'ei	An'ei	An'ei	An'ei	An'ei	An'ei	An'ei	An'ei	An'ei	An'ei	An'ei	An'ei
gengo_272	Tenmei	天明	天明	天明	Tenmei	Tenmei	Tenmei	Tenmei	Tenmei	Tenmei	Tenmei	Tenmei	Tenmei	Tenmei	Tenmei	Tenmei	Tenmei	Tenmei	Tenmei	Tenmei	Tenmei
gengo_273	Kansei	寛政	寛政	寛政	Kansei	Kansei	Kansei	Kansei	Kansei	Kansei	Kansei	Kansei	Kansei	Kansei	Kansei	Kansei	Kansei	Kansei	Kansei	Kansei	Kansei
gengo_274	Kyōwa	享和	享和	享和	Kyōwa	Kyōwa	Kyōwa	Kyōwa	Kyōwa	Kyōwa	Kyōwa	Kyōwa	Kyōwa	Kyōwa	Kyōwa	Kyōwa	Kyōwa	Kyōwa	Kyōwa	Kyōwa	Kyōwa
gengo_275	Bunka	文化	文化	文化	Bunka	Bunka	Bunka	Bunka	Bunka	Bunka	Bunka	Bunka	Bunka	Bunka	Bunka	Bunka	Bunka	Bunka	Bunka	Bunka	Bunka
gengo_276	Bunsei	文政	文政	文政	Bunsei	Bunsei	Bunsei	Bunsei	Bunsei	Bunsei	Bunsei	Bunsei	Bunsei	Bunsei	Bunsei	Bunsei	Bunsei	Bunsei	Bunsei	Bunsei	Bunsei
gengo_277	Tenpō	天保	天保	天保	Tenpō	Tenpō	Tenpō	Tenpō	Tenpō	Tenpō	Tenpō	Tenpō	Tenpō	Tenpō	Tenpō	Tenpō	Tenpō	Tenpō	Tenpō	Tenpō	Tenpō
gengo_278	Kōka	弘化	弘化	弘化	Kōka	Kōka	Kōka	Kōka	Kōka	Kōka	Kōka	Kōka	Kōka	Kōka	Kōka	Kōka	Kōka	Kōka	Kōka	Kōka	Kōka
gengo_279	Kaei	嘉永	嘉永	嘉永	Kaei	Kaei	Kaei	Kaei	Kaei	Kaei	Kaei	Kaei	Kaei	Kaei	Kaei	Kaei	Kaei	Kaei	Kaei	Kaei	Kaei
gengo_280	Ansei	安政	安政	安政	Ansei	Ansei	Ansei	Ansei	Ansei	Ansei	Ansei	Ansei	Ansei	Ansei	Ansei	Ansei	Ansei	Ansei	Ansei	Ansei	Ansei
gengo_281	Man'en	万延	萬延	萬延	Man'en	Man'en	Man'en	Man'en	Man'en	Man'en	Man'en	Man'en	Man'en	Man'en	Man'en	Man'en	Man'en	Man'en	Man'en	Man'en	Man'en
gengo_282	Bunkyū	文久	文久	文久	Bunkyū	Bunkyū	Bunkyū	Bunkyū	Bunkyū	Bunkyū	Bunkyū	Bunkyū	Bunkyū	Bunkyū	Bunkyū	Bunkyū	Bunkyū	Bunkyū	Bunkyū	Bunkyū	Bunkyū
gengo_283	Genji	元治	元治	元治	Genji	Genji	Genji	Genji	Genji	Genji	Genji	Genji	Genji	Genji	Genji	Genji	Genji	Genji	Genji	Genji	Genji
gengo_284	Keiō	慶応	慶應	慶應	Keiō	Keiō	Keiō	Keiō	Keiō	Keiō	Keiō	Keiō	Keiō	Keiō	Keiō	Keiō	Keiō	Keiō	Keiō	Keiō	Keiō
gengo_285	Meiji	明治	明治	明治	Meiji	Meiji	Meiji	Meiji	Meiji	Meiji	Meiji	Meiji	Meiji	Meiji	Meiji	Meiji	Meiji	Meiji	Meiji	Meiji	Meiji
gengo_286	Taishō	大正	大正	大正	Taishō	Taishō	Taishō	Taishō	Taishō	Taishō	Taishō	Taishō	Taishō	Taishō	Taishō	Taishō	Taishō	Taishō	Taishō	Taishō	Taishō
gengo_287	Shōwa	昭和	昭和	昭和	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa	Shōwa
gengo_288	Heisei	平成	平成	平成	Heisei	Heisei	Heisei	Heisei	Heisei	Heisei	Heisei	Heisei	Heisei	Heisei	Heisei	Heisei	Heisei	Heisei	Heisei	Heisei	Heisei
gengo_289	Reiwa	令和	令和	令和	Reiwa	Reiwa	Reiwa	Reiwa	Reiwa	Reiwa	Reiwa	Reiwa	Reiwa	Reiwa	Reiwa	Reiwa	Reiwa	Reiwa	Reiwa	Reiwa	Reiwa
