language_ja_jp	language_en_us	longitude	latitude
安江村	やすえむら	136.619553	35.187931
大里村	おおさとむら	136.61528	35.179569
内新田村・外新田村	うちしんでんむら・そとしんでんむら	136.61908	35.170021
上中島村	かみなかしまむら	136.61908	35.170021
松ヶ平村	まつがだいらむら	136.621475	35.16427
太田村	おおたむら	136.639801	35.164883
下境村	しもさかいむら	136.640045	35.152824
下一色村	しもいしきむら	136.640045	35.152824
志津村	しづむら	136.570511	35.238831
志津新田村	しづしんでんむら	136.568146	35.249508
津屋村	つやむら	136.552322	35.255136
高須村	たかすむら	136.62262	35.217083
東駒野村	ひがしこまのむら	136.616821	35.229679
日下丸村	ひげまるむら	136.616821	35.229679
西小島村	にしおじまむら	136.624496	35.211285
東小島村	ひがしおじまむら	136.631516	35.212246
萱野村	かやのむら	136.638794	35.21117
内記村	ないきむら	136.647812	35.213318
馬目村	まのめむら	136.643631	35.221905
馬目新田	まのめしんでん	136.643631	35.221905
札野村・札野新田	ふだのむら・ふだのしんでん	136.652817	35.204037
深浜村	ふかはまむら	136.653107	35.194317
五町村	ごちようむら	136.641815	35.204708
柳湊村	やなぎみなとむら		
梶屋村	かじやむら	136.630707	35.203449
本阿弥新田	ほんなみしんでん	136.638306	35.194191
宮地村	みやじむら	136.629593	35.195091
安田新田	やすだしんでん	136.632645	35.190517
安田村	やすだむら	136.632889	35.183456
沼一色村	ぬまいつしきむら	136.643234	35.185196
帆引新田	ほびきしんでん	136.645538	35.173798
七右衛門新田	しちえもんしんでん	136.651627	35.165207
万寿新田	まんじゆしんでん	136.657318	35.169445
福島村	ふくしまむら	136.640869	35.232311
成田村	なりたむら	136.640869	35.232311
内野村	うちのむら	136.640869	35.232311
鹿野村	かのむら	136.654266	35.226067
鹿野一色村	かのいしきむら	136.654266	35.226067
福一色村	ふくいしきむら	136.663864	35.233986
成戸村	なりとむら	136.668594	35.237503
神桐村・神桐新田	かみぎりむら・かみぎりしんでん	136.663559	35.240021
松木村	まつのきむら	136.660034	35.23848
瀬古村	せこむら	136.664337	35.245979
秋江村	あきえむら	136.669662	35.228767
草場村・小草場新田	くさばむら・こくさばしんでん	136.658951	35.218792
大和田村	おおわだむら	136.671936	35.220577
駒ヶ江村・駒ヶ江新田	こまがえむら・こまがえしんでん	136.671753	35.213238
長瀬村	ながせむら	136.672394	35.207142
立野村	たてのむら	136.662537	35.205894
日原村	ひわらむら	136.671219	35.199127
長久保村	ながくぼむら	136.663773	35.197506
外浜村	そとはまむら	136.668167	35.187325
石亀村	いしがめむら	136.660965	35.188297
森下村	もりしたむら	136.665558	35.183559
古中島村	ふるなかじまむら	136.667969	35.175423
福江村	ふくえむら	136.662109	35.173885
金廻村	かなまわりむら	136.665649	35.157887
油島新田	あぶらじましんでん	136.668488	35.144058
江内村	えないむら	136.668488	35.144058
今尾村	いまおむら	136.625342	35.250581
土倉村	つちくらむら	136.627243	35.240948
脇野村	わきのむら	136.624863	35.232124
高田村	たかだむら	136.641968	35.243778
西島村	にしじまむら	136.65271	35.242012
仏師川村	ぶしがわむら	136.63652	35.257484
仏師川新田	ぶしがわしんでん	136.63652	35.257484
車戸村	くるまどむら		
大尻村	おおじりむら		
須脇村	すわきむら		
脇田村	わきだむら	136.648483	35.255211
野市場村	のいちばむら	136.648483	35.255211
者結村	じやけつむら	136.657227	35.264111
幡長村	はたおさむら	136.663177	35.268349
岡村	おかむら	136.656784	35.273022
野寺村	のでらむら	136.668182	35.276379
勝村	かつむら	136.66629	35.285763
須賀村	すかむら	136.655624	35.283627
大藪村	おおやぶむら	136.660599	35.293987
楡俣村	にれまたむら	136.656647	35.303799
楡俣新田	にれまたしんでん	136.650238	35.299118
上大榑村	かみおおぐれむら	136.645309	35.287289
上大榑新田	かみおおぐれしんでん	136.645309	35.287289
五反郷村	ごたごうむら	136.645309	35.287289
五反郷新田	ごたごうしんでん	136.645309	35.287289
下大榑村	しもおおぐれむら	136.650513	35.273788
下大榑新田	しもおおぐれしんでん	136.638443	35.27422
海松新田	みるしんでん	136.625641	35.271503
藻池村	もいけむら	136.623077	35.280373
中郷新田	なかごうしんでん	136.636322	35.289589
福束新田	ふくづかしんでん	136.624359	35.287346
海松村	みるむら	136.621002	35.261806
柿内村	かきうちむら	136.621002	35.261806
大吉新田	おおよししんでん	136.615875	35.269627
塩喰村	しおばみむら	136.617493	35.282799
豊喰新田	とよばみしんでん	136.617493	35.282799
福束村	ふくづかむら	136.623505	35.296421
里村	さとむら	136.636505	35.301136
中郷村	なかごうむら	136.643326	35.298878
南波村	なんばむら	136.634705	35.307335
本戸村	ほんどむら	136.645493	35.307549
牧村	まきむら	136.644455	35.324661
中村	なかむら	136.653603	35.319471
南条村	みなみじようむら	136.661972	35.318924
善光村	ぜんこうむら	136.666412	35.32515
大野村	おおのむら	136.658051	35.325596
氷取村	こおりとりむら	136.662346	35.332249
大森村	おおもりむら	136.67514	35.326752
森部村	もりべむら	136.681198	35.33593
南今ヶ淵村	みなみいまがふちむら	136.669113	35.339497
北今ヶ淵村	きたいまがふちむら	136.668808	35.34409
大明神村	だいみようじんむら	136.660446	35.336655
中須村	なかずむら	136.654266	35.333244
西結村	にしむすぶむら	136.660767	35.362782
東結村	ひがしむすぶむら	136.668686	35.360832
墨俣村	すのまたむら	136.680886	35.353346
二ッ木村	ふたつぎむら	136.676818	35.363404
西橋村	にしはしむら		
下宿村	しもじゆくむら	136.684563	35.350584
神戸村	ごうどむら	136.611023	35.419571
下宮村	しもみやむら	136.614349	35.412018
新屋敷村	しんやしきむら	136.623642	35.414585
川西村	かわにしむら	136.605453	35.413521
更屋敷村	さらやしきむら	136.588684	35.415409
末守村	すえもりむら	136.593353	35.421783
一色村	いつしきむら	136.591263	35.43195
瀬古村	せこむら	136.620407	35.405537
柳瀬村	やなせむら	136.629013	35.394562
斎田村	さいだむら	136.638794	35.3964
付寄村	つきよりむら	136.632278	35.401581
落合村	おちあいむら	136.633301	35.406631
前田村	まえだむら	136.608917	35.406948
加納村	かのうむら	136.605576	35.400627
中村	なかむら	136.603836	35.395538
和泉村	いずみむら	136.597565	35.401218
八条村	はちじようむら	136.601868	35.407001
南方村	みなみがたむら	136.593216	35.405441
北方村	きたがたむら	136.59552	35.413391
丈六道村	じようろくどうむら	136.611176	35.42815
安次村	やすつぐむら	136.606659	35.432087
田村	たむら	136.600372	35.433884
横井村	よこいむら	136.598419	35.442577
西座倉村	にしざぐらむら	136.625305	35.422634
本町	ほんまち	136.619171	35.362087
中町	なかまち	136.619934	35.361809
魚屋町	うおやちよう	136.619603	35.361387
伝馬町	てんまちよう	136.624435	35.364689
竹島町	たけじまちよう	136.617783	35.358356
俵町	たわらまち	136.614639	35.357861
船町	ふなまち	136.6129	35.356186
岐阜町	ぎふまち	136.620705	35.365477
新町	しんまち	136.621307	35.35923
宮町	みやまち	136.614929	35.365574
室町	むろまち	136.611427	35.36541
外側町	とがわちよう	136.615204	35.363104
牛屋町	うしやちよう	136.611923	35.362717
鳩部屋町	はとべやちよう	136.610428	35.364876
鳥見町	とりみちよう	136.610825	35.363106
番組町	ばんぐみちよう	136.610825	35.363106
西長町	にしながちよう	136.610596	35.359875
鷹匠町	たかじようちよう	136.611015	35.360044
馬場町	ばばちよう	136.610672	35.357178
西代官町	にしだいかんちよう	136.609367	35.357962
新馬場町	しんばばちよう	136.609314	35.356895
切石町	きりいしちよう	136.608231	35.356945
東水主町	ひがしかこまち	136.615547	35.355762
西水主町	にしかこまち	136.6129	35.356186
弓町	おゆみちよう	136.613495	35.364363
桐ヶ崎町	きりがさきちよう	136.615639	35.364576
栗屋町	くりやちよう	136.618561	35.364056
袋町	ふくろまち	136.619171	35.362087
田口町	たぐちちよう	136.617081	35.366089
籏町	はたまち	136.619087	35.366251
歩行町	おかちまち	136.621185	35.364719
高橋町	たかはしちよう	136.622978	35.363085
東代官町	ひがしだいかんちよう	136.622833	35.361362
東長町	ひがしながちよう	136.622559	35.362131
清水町	しみずちよう	136.620728	35.361336
新地町	しんちちよう	136.622925	35.360489
東今岡町	ひがしいまおかちよう	136.619827	35.35799
西今岡町	にしいまおかちよう	136.619827	35.35799
田町堤通	たまちつつみどおり	136.618805	35.357433
田町	たまち	136.6185	35.356386
西田町	にしたまち	136.618195	35.355339
宮村	みやむら	136.613281	35.371773
室村	むろむら	136.610847	35.370522
西崎村	にしざきむら	136.6082	35.362568
切石村	きりいしむら	136.608409	35.357686
南寺内村	みなみじないむら	136.618195	35.355339
南頬村	みなみのかわむら	136.626263	35.35766
藤江村	ふじえむら	136.626697	35.360312
高屋村	たかやむら	136.619087	35.366251
林本郷村	はやしほんごうむら	136.62262	35.367287
林東村	はやしひがしむら	136.624146	35.36816
林中村	はやしなかむら	136.619522	35.371782
貝曾根村	かいぞねむら	136.630096	35.375938
楽田村	がくでんむら	136.624451	35.384851
南方村	みなみがたむら	136.61557	35.37986
中野村	なかのむら	136.609589	35.377483
領家村	りようけむら	136.612976	35.388517
北方村	きたがたむら	136.613525	35.393002
曾根村	そねむら	136.621323	35.399792
大島村	おおしまむら	136.632416	35.38744
上開発村	かみかいほつむら	136.645172	35.381729
下開発村	しもかいほつむら	136.648743	35.374935
津村	つむら	136.642578	35.38422
三塚村	みつづかむら	136.631378	35.364357
加賀野村	かがのむら	136.640579	35.36915
小野村	このむら	136.645348	35.36804
佐渡村	さわたりむら	136.650162	35.368748
今宿村	いまじゆくむら	136.637009	35.365093
東上面村	ひがしじようめんむら	136.646317	35.361645
波須村	はすむら	136.649605	35.365345
万石村	まんごくむら	136.654694	35.362312
三本木村	さんぼんぎむら	136.655045	35.356613
大村	おおむら	136.655228	35.352058
禾森村	のぎのもりむら	136.625211	35.348649
築捨村	つきずてむら	136.622375	35.335823
東前村	ひがしまえむら	136.636139	35.347455
犬ヶ淵村	いぬがふちむら	136.636063	35.353823
江崎村	えさきむら	136.62753	35.358118
西高橋村	にしたかはしむら	136.62439	35.357862
東高橋村	ひがしたかはしむら	136.626208	35.357942
長沢村	ながさわむら	136.637794	35.358442
小泉村	こいずみむら	136.646225	35.35194
直江村	すぐえむら	136.651672	35.348087
平村	ひらむら	136.647476	35.343082
古宮村	ふるみやむら	136.63295	35.338268
米野村	こめのむら	136.628906	35.332874
深池村	ふかいけむら	136.631454	35.327415
牧新田村	まきしんでんむら	136.6306	35.320972
難波野村	なんばのむら	136.635345	35.317909
今福村	いまふくむら	136.624969	35.307522
馬瀬村	うまのせむら	136.636673	35.33107
馬瀬新田	うまのせしんでん	136.636673	35.33107
木戸村	きどむら	136.598824	35.366594
一色村	いつしきむら	136.600769	35.370316
笠縫村	かさぬいむら	136.606613	35.375435
笠木村	かさぎむら	136.598145	35.377502
河間村	がまむら	136.605453	35.381115
池尻村	いけじりむら	136.594917	35.390342
興福寺村	こうふくじむら	136.603394	35.391937
青木村	あおきむら	136.596563	35.393865
市島村	いちじまむら	136.597404	35.398365
草道島村	そうどうじまむら	136.590103	35.399261
若森村	わかもりむら	136.603307	35.353469
青柳村	あおやぎむら	136.59697	35.344772
今村	いまむら	136.61412	35.349431
割田村	わりでんむら	136.60701	35.343166
外野村	そとのむら	136.614349	35.338348
外花村	とばなむら	136.602783	35.335758
外淵村	そぶつむら	136.613113	35.325356
友江村	ともえむら	136.602768	35.327171
釜笛村	かまふえむら	136.610199	35.324295
島里村	しまざとむら	136.618317	35.321613
内阿原村	うちあはらむら	136.615128	35.318821
川口村	かわぐちむら	136.621918	35.307203
浅草東村	あさくさひがしむら	136.620003	35.308384
浅草中村	あさくさなかむら	136.608932	35.312073
浅草西村	あさくさにしむら	136.602707	35.304092
横曾根村	よこぞねむら	136.615479	35.298461
多芸島村	たぎしまむら	136.599396	35.333288
上笠村	かみがさむら	136.588486	35.323616
大戸羽村	おおとばむら	136.597468	35.320877
上屋村	かみやむら	136.596405	35.311501
高淵村	たかぶちむら	136.597076	35.307854
野口村	のぐちむら	136.596603	35.33408
綾野村	あやのむら	136.577148	35.344921
塩田村	しおたむら	136.591278	35.356827
徳光村	とくみつむら	136.591278	35.356827
久徳村	きゆうとくむら	136.589752	35.361828
中曾根村	なかぞねむら	136.579926	35.35675
荒川村	あらかわむら	136.574036	35.359798
檜村	ひのきむら	136.586533	35.365524
笠毛村	かさけむら	136.587652	35.372402
福田村	ふくたむら	136.588211	35.375841
荒尾村	あらおむら	136.575378	35.374742
牧野新田	まきのしんでん	136.579697	35.382267
赤坂村	あかさかむら	136.586536	35.390802
与市新田村	よいちしんでんむら	136.586258	35.384304
昼飯村	ひるいむら	136.563538	35.395573
青墓村	あおはかむら	136.557129	35.402325
青野村	あおのむら	136.552973	35.37942
榎戸村	よのきどむら	136.555542	35.375772
矢道村	やみちむら	136.556915	35.374049
長松村	ながまつむら	136.567215	35.369049
島村	しまむら	136.563232	35.354347
拾六村	じゆうろくむら	136.568527	35.347431
市橋村	いちはしむら	136.579765	35.406084
片山村	かたやまむら	136.546204	35.423676
恵渡村	えどむら	136.546204	35.423676
八幡村	やわたむら	136.577927	35.426258
田畑村	たばたむら	136.565842	35.432865
藤代村	ふじしろむら	136.549072	35.430077
青柳村	あおやなぎむら	136.569534	35.438732
山洞村	やまほらむら	136.559372	35.437683
草深村	くさぶかむら	136.561295	35.444229
小寺村	こでらむら	136.541428	35.43906
本郷村	ほんごうむら	136.565018	35.450397
萩原村	はぎわらむら	136.575119	35.451771
小牛垣内村	こうじかいとむら	136.559601	35.452675
宮地村	みやじむら	136.55513	35.45726
願成寺村	がんじようじむら	136.546188	35.448154
般若畑村	はんにやばたむら	136.528229	35.449245
段村	だんむら	136.539795	35.461609
舟子村	ふなごむら	136.534592	35.464626
沓井村	くついむら	136.55925	35.468643
加須河原野新田	かすがわらのしんでん	136.566055	35.46299
田中村	たなかむら	136.563232	35.458946
上田村	うえだむら	136.583069	35.45372
池田野新田	いけだのしんでん	136.577255	35.437843
東野村	ひがしのむら	136.58287	35.442852
六ノ井村	ろくのいむら	136.584213	35.437466
砂畑村	すなばたむら	136.589005	35.452183
白鳥村	しろとりむら	136.593552	35.448341
杉野村	すぎのむら	136.59166	35.45565
三輪村	みわむら	136.576508	35.487736
大光寺村	だいこうじむら	136.57692	35.497341
小館村	こたてむら	136.584183	35.495342
小野村	おのむら	136.590439	35.491676
志津山村	しづやまむら	136.58963	35.483868
上岡島村	かみおかじまむら	136.566864	35.481167
下岡島村	しもおかじまむら	136.57164	35.479366
野村	のむら	136.581284	35.477161
長良村	ながらむら	136.590408	35.475487
清水村	きよみずむら	136.59906	35.468891
島村	しまむら	136.59169	35.466282
福島村	ふくしまむら	136.600967	35.463478
極楽寺村	ごくらくじむら	136.569504	35.491516
南方村	みなみがたむら	136.584091	35.502323
伊尾野村	いびのむら	136.584091	35.502323
中津原村	なかつはらむら	136.565399	35.511368
仁坂村	にさかむら	136.565399	35.511368
房島村	ぼうじまむら	136.552094	35.490952
北方村	きたがたむら	136.547394	35.515106
上野村	うえのむら	136.5224	35.49918
広尾村	ひろおむら	136.5224	35.49918
畑尻村	はたじりむら	136.5224	35.49918
白樫村	しらかしむら	136.534637	35.479946
市場村	いちばむら	136.527039	35.477783
瑞岩寺村	ずいがんじむら	136.514832	35.457569
溝尻村	みぞじりむら	136.551514	35.482395
野中村	のなかむら	136.551514	35.482395
堀村	ほりむら	136.551514	35.482395
大門村	だいもんむら	136.551514	35.482395
新宮村	しんぐうむら	136.54892	35.477436
岡村	おかむら	136.555298	35.475983
黒土村	くろどむら	136.549667	35.472748
東野村	ひがしのむら	136.561554	35.481705
和田村	わだむら	136.564331	35.475777
脛長村	はぎながむら	136.577682	35.469891
池戸村	いけとむら		
下箇流村	しもがれむら		
上箇流村	かみがれむら		
香六村	こうろくむら	136.469742	35.467659
小宮神村	こみかみむら	136.463242	35.465122
河合村	かわいむら	136.458237	35.466324
中山村	なかやまむら	136.436234	35.458477
寺本村	てらもとむら		
種本村	たねもとむら		
中郷村	なかごうむら		
三倉村	みくらむら	136.512482	35.519112
外津汲村	とづくみむら	136.491806	35.524742
西津汲村	にしつくみむら	136.492157	35.549522
日坂村	ひさかむら	136.448502	35.542736
樫原村	かしばらむら	136.487793	35.581379
東津汲村	ひがしつくみむら	136.518341	35.551186
小津村	おづむら	136.529343	35.594471
乙原村	おとはらむら	136.528336	35.542828
坂本村	さかもとむら	136.406235	35.565659
羽根村	はねむら	136.382294	35.594955
西村	にしむら	136.382294	35.594955
北村	きたむら	136.382294	35.594955
川上村	かわかみむら	136.348129	35.609997
八草村	はつそうむら	136.348129	35.609997
横山村	よこやまむら	136.449158	35.590408
西杉原村	にしすぎはらむら	136.461365	35.640072
親村	おやむら	136.461365	35.640072
東杉原村	ひがしすぎはらむら	136.520599	35.643837
鬼姫生村	きびうむら	136.480057	35.598362
東横山村	ひがしよこやまむら	136.480057	35.598362
徳山村	とくやまむら	136.492889	35.714787
山手村	やまてむら	136.421112	35.713394
櫨原村	はぜはらむら	136.461365	35.746075
塚村	つかむら	136.375916	35.754433
志津原村	しづはらむら		
池田村	いけだむら		
戸入村	とにゆうむら	136.419725	35.697142
門入村	かどにゆうむら	136.354492	35.680428
谷汲村	たにぐみむら	136.620285	35.526878
結城村	ゆうきむら	136.620285	35.526878
名礼村	なれむら	136.591736	35.523766
深坂村	ふかさかむら	136.601898	35.505138
大洞村	おおほらむら	136.615463	35.506306
上長瀬村	かみながせむら		
下長瀬村	しもながせむら		
赤石村	あかいしむら		
府内村	ふないむら		
岐礼村	きれむら	136.598511	35.557926
高科村	たかしなむら	136.615845	35.565987
木曾屋村	きそやむら	136.56752	35.541996
有鳥村	あつとりむら	136.560928	35.52433
神原村	かんばらむら	136.555313	35.55954
東黒野村	ひがしくろのむら	136.633972	35.467457
西黒野村	にしくろのむら	136.633972	35.467457
麻生村	あそうむら	136.62352	35.464108
六里村	ろくのりむら	136.631485	35.459126
相羽村	あいばむら	136.639664	35.458008
下方村	しもがたむら	136.635345	35.451466
大野村	おおのむら	136.637024	35.477997
桜大門村	さくらだいもんむら	136.633347	35.477913
西方村	にしがたむら	136.624207	35.476479
野村	のむら	136.623505	35.488274
稲畑村	いなばたむら	136.640472	35.476528
西上秋村	にしかんだけむら	136.647446	35.475643
古川村	ふるかわむら	136.642471	35.491978
寺内村	じないむら	136.635727	35.493412
更地村	さらじむら	136.653519	35.495651
来振村	きぶりむら	136.653519	35.495651
中之元村	なかのもとむら	136.612976	35.465179
瀬古村	せこむら	136.612869	35.471199
沢村	さわむら	136.612869	35.471199
辻村	つじむら	136.612869	35.471199
志名村	しなむら	136.603165	35.477776
松山村	まつやまむら	136.603165	35.477776
牛洞村	うしぼらむら	136.603012	35.485901
小衣斐村	こえびむら	136.624893	35.45887
大衣斐村	おおえびむら	136.619354	35.457947
公郷村	くごうむら	136.598351	35.454391
宝来村	ほうらいむら		
八木村	やぎむら		
北領家村・南領家村	きたりようけむら・みなみりようけむら	136.615646	35.45586
南方村	みなみがたむら	136.622894	35.452106
五之里村	ごのりむら	136.621643	35.446957
鹿野村	かのむら		
郡家村	ぐげむら	136.63208	35.445705
上磯村	かみいそむら	136.628296	35.440186
下磯村	しもいそむら	136.627991	35.432137
下有里村	しもありさとむら	136.627991	35.432137
東本庄村	ひがしほんじようむら	136.618332	35.43066
下座倉村	しもざぐらむら	136.631485	35.415558
柳津村	やないづむら	136.744686	35.365584
佐波村	さばむら	136.72601	35.369993
高桑村	たかくわむら	136.710068	35.352917
笠松村	かさまつむら	136.760341	35.370716
徳田新田	とくだしんでん	136.764064	35.368231
奈良津新田	ならづしんでん	136.763519	35.372677
田代村	でんだいむら	136.756905	35.362885
北藤掛村	きたふじかけむら	136.753281	35.362053
三ッ屋村	みつやむら	136.752609	35.359259
長池村	ながいけむら	136.751938	35.356464
おばけ村	おばけむら	136.751938	35.356464
北及村	きたおよびむら	136.747452	35.352093
舟原村	ふなはらむら	136.738739	35.353928
町屋村	まちやむら	136.738739	35.353928
栗木村	くりきむら	136.785141	35.375256
円城寺村	えんじようじむら	136.804825	35.367298
中野村	なかのむら	136.793793	35.373051
無動寺村	むどうじむら	136.798706	35.371101
江川村	えがわむら	136.802109	35.375397
米野村	こめのむら	136.811249	35.378517
薬師寺村	やくしじむら	136.777115	35.379162
徳田村	とくだむら	136.766378	35.381697
印食新田	じきしんでん	136.763763	35.379311
下印食村	しもじきむら	136.775777	35.393637
上印食村	かみじきむら	136.789001	35.398167
三宅村	みやけむら	136.791367	35.396114
伏屋村	ふせやむら	136.791077	35.386951
成光村	なるみつむら	136.791077	35.386951
若宮地村	わかみやじむら	136.796524	35.380424
野中村	のなかむら	136.801285	35.387123
平島村	へいじまむら	136.817917	35.382851
笠田村	かさだむら	136.821442	35.371498
松原島村	まつばらじまむら	136.811424	35.363056
小屋場島	こやばじま	136.797897	35.363392
嘉左衛門島	かざえもんじま	136.797897	35.363392
松倉村	まつくらむら	136.834305	35.368038
小網村	こあみむら	136.851593	35.367088
河田島村	こうだじまむら	136.831436	35.363247
竹ヶ鼻村	たけがはなむら	136.700147	35.323634
浅平村	あさひらむら	136.690948	35.322189
本郷村	ほんごうむら	136.687241	35.326675
平方村	ひらかたむら	136.672928	35.317173
間島村	まじまむら	136.690445	35.334896
天王森村	てんのうもりむら	136.697403	35.337547
川口村	かわぐちむら	136.701027	35.335201
島村	しまむら	136.706439	35.331725
西小熊村	にしおぐまむら	136.701061	35.348406
東小熊村	ひがしおぐまむら	136.701393	35.347091
坂井村	さかいむら	136.715042	35.351555
直道村	すぐみちむら	136.718399	35.353107
南宿村	みなみじゆくむら	136.72496	35.342678
北宿村	きたじゆくむら	136.731369	35.351376
市場村	いちばむら	136.728676	35.348309
小荒井村	こあらいむら	136.723228	35.344
南之川村	みなみのかわむら	136.718788	35.341341
南及村	みなみおよびむら	136.745621	35.344749
光法寺村	みつほうじむら	136.745605	35.335491
森村	もりむら	136.737923	35.338789
坂丸村	さかまるむら	136.732101	35.335114
不破一色村	ふわいしきむら	136.72406	35.331753
須賀村	すかむら	136.731256	35.33951
曲利村	まがりむら	136.717773	35.326836
大浦村	おおうらむら	136.736435	35.332946
加納村	かのうむら	136.731323	35.322937
新井村	あらいむら	136.724777	35.317249
三柳村	みつやなぎむら	136.727646	35.307121
飯柄村	いいがらむら	136.716904	35.315842
狐穴村	きつねあなむら	136.709457	35.319576
蜂尻村	はちじりむら	136.712708	35.308147
駒塚村	こまづかむら	136.719604	35.303249
江吉良村	えぎらむら	136.700897	35.311272
舟橋村	ふなばしむら	136.68819	35.315395
長間村	ながまむら	136.700821	35.304909
一色村	いしきむら	136.712708	35.299809
中村	なかむら	136.701492	35.300449
沖村	おきむら	136.69693	35.295158
午北新田	うまきたしんでん	136.687988	35.292164
堀津村	ほつつむら	136.675315	35.306474
加賀野井村	かがのいむら	136.718185	35.292614
城屋敷村	しろやしきむら	136.70697	35.288235
市之枝村	いちのえだむら	136.683243	35.287476
石田村	いしだむら	136.69838	35.278877
東方村	ひがしがたむら	136.680862	35.278908
八神村	やがみむら	136.689583	35.263874
午南新田	うまみなみしんでん	136.681076	35.258339
大須村	おおすむら	136.671234	35.263672
小藪村	こやぶむら	136.674316	35.250408
上穂積村	かみほづみむら	136.697342	35.38213
下穂積村	しもほづみむら	136.697342	35.38213
前野村	まえのむら	136.697342	35.38213
別府村	べつぷむら	136.684631	35.394516
上橋本村	かみはしもとむら	136.686707	35.386375
柳一色村	やないしきむら	136.686707	35.386375
祖父江村	そぶえむら	136.685806	35.374306
牛牧村	うしきむら	136.670624	35.381062
野田新田	のだしんでん	136.679901	35.386005
野白新田	のばくしんでん	136.679504	35.378956
十九条村	じゆうくじようむら	136.664536	35.3937
只越村	ただこしむら	136.682678	35.399689
下本田村	しもほんでんむら	136.674393	35.409664
上本田村	かみほんでんむら	136.674393	35.409664
生津村	なまづむら	136.687897	35.40591
馬場村	ばばむら	136.68042	35.416531
宝江村	ほうえむら	136.666382	35.373417
横屋村	よこやむら	136.661545	35.382404
堤村	つつみむら	136.654083	35.392265
北脇村	きたわきむら	136.654083	35.392265
中宮村	なかみやむら	136.65062	35.388271
呂久村	ろくむら	136.644714	35.393353
大月村	おおつきむら	136.644226	35.399193
宮田村	みやでんむら	136.645142	35.40501
唐栗村	からくりむら	136.639984	35.414017
田ノ上村	たのかみむら	136.648163	35.409374
森村	もりむら	136.651199	35.419327
居倉村	いくらむら	136.642731	35.419563
一ッ木村	ひとつぎむら	136.636978	35.423939
東座倉村	ひがしざぐらむら	136.636978	35.423939
三日市場村	みつかいちばむら	136.663223	35.417534
十五条村	じゆうごじようむら	136.663223	35.417534
美江寺村	みえじむら	136.661499	35.412045
十七条村	じゆうしちじようむら	136.661362	35.405941
十八条村	じゆうはちじようむら	136.662476	35.400051
北方村	きたがたむら	136.68985	35.437267
柱本村	はしらもとむら	136.685303	35.425861
高屋村	たかやむら	136.685486	35.419827
加茂村	かもむら	136.681	35.439541
芝原村	しばはらむら	136.694511	35.442133
上真桑村	かみまくわむら	136.671707	35.441837
下真桑村	しもまくわむら	136.659714	35.438099
軽海村	かるみむら	136.658752	35.430061
十四条村	じゆうしじようむら	136.662613	35.423992
宗慶村	そうけむら	136.672714	35.429893
小柿村	こがきむら	136.677231	35.424618
政田村	まさだむら	136.646881	35.436504
国領村	こくりようむら	136.646881	35.436504
浅木村	あさぎむら	136.638504	35.441528
海老村	かいろうむら	136.64003	35.447845
温井村	ぬくいむら	136.636215	35.432838
福島村	ふくしまむら	136.648987	35.424351
仏生寺村	ぶつしようじむら	136.686539	35.445789
三橋村	みつはしむら	136.676804	35.454029
福田寺村	ふくでんじむら	136.676804	35.454029
石原村	いしはらむら	136.687958	35.453056
郡府村	ぐんぶむら	136.688095	35.461868
春近村	はるちかむら	136.695709	35.452213
北野村	きたのむら	136.695404	35.459782
上之保村	かみのほむら	136.682053	35.466934
早野村	ときのむら	136.663971	35.452633
小弾正村	こだんじようむら	136.654907	35.451424
中野村	なかのむら	136.654907	35.451424
更屋敷村	さらやしきむら	136.654907	35.451424
南屋井村	みなみやいむら	136.648224	35.455177
北屋井村	きたやいむら	136.648224	35.455177
随原村	ずいはらむら	136.660217	35.460144
見延村	みのべむら	136.668503	35.462994
有里村	ありさとむら	136.661179	35.465633
高屋村	たかやむら	136.657501	35.474205
高石村	たかいしむら	136.657501	35.474205
高屋入方	たかやいりかた	136.657501	35.474205
数屋村	かずやむら	136.652893	35.466717
石神村	いしがみむら	136.660858	35.489273
長屋村	ながやむら	136.669006	35.475227
文殊村	もんじゆむら	136.683014	35.493336
法林寺村	ほうりんじむら	136.684677	35.505413
曾井村	そいむら	136.667786	35.486774
山口村	やまぐちむら	136.665939	35.51059
木知原村	こちぼらむら	136.671478	35.525673
神海村	こうみむら	136.653137	35.538361
佐原村	さわらむら	136.642792	35.561852
金原村	きんばらむら	136.65036	35.579594
日当村	ひなたむら	136.644226	35.592552
河内村	かわちむら	136.680016	35.546595
木倉村	こくらむら	136.680016	35.546595
苦野村	にがのむら	136.634735	35.600483
板所村	いたしよむら	136.628906	35.620735
樽見村	たるみむら	136.6185	35.638367
口谷村	くちだにむら	136.638687	35.630112
奥谷村	おくだにむら	136.653473	35.619106
東板屋村	ひがしいたやむら	136.623398	35.647736
西板屋村	にしいたやむら	136.612061	35.658051
西小鹿村	にしおじかむら	136.638596	35.653561
東小鹿村	ひがしおじかむら	136.638596	35.653561
悪田村	あくだむら	136.66745	35.663223
下大須村	しもおおすむら	136.66539	35.701824
上大須村	かみおおすむら	136.659607	35.744823
市場村	いちばむら	136.610977	35.639324
神所村	こうどころむら	136.59726	35.636711
中村	なかむら	136.599976	35.647118
越卒村	おつそむら	136.604874	35.666874
門脇村	かどわきむら	136.59758	35.668938
長嶺村	ながみねむら	136.588348	35.668354
天神戸村	てんじんどうむら	136.581482	35.673023
